verbatimDisposition	standardDisposition	standard	checked
Exchanged a specimen of same from Arizona for this	voucher elsewhere	0	1
Exchanged A.M. Peklo - Russia	voucher elsewhere	0	1
Exchanged British Museum, Jan 3, 1967	voucher elsewhere	0	1
Exchanged Cleveland Museum, June 1923	voucher elsewhere	0	1
Exchanged Dec 16, 1939 Princeton Museum of Zoology	voucher elsewhere	0	1
Exchanged Dec 16, 1939 with Princeton Museum of Zo	voucher elsewhere	0	1
Exchanged Dec 16, 1939, Princeton Museum of Zoolog	voucher elsewhere	0	1
Exchanged Delaware Museum N.H.	voucher elsewhere	0	1
Exchanged dto Chicago Mus.	voucher elsewhere	0	1
Exchanged dwith Berlin Museum July 1936	voucher elsewhere	0	1
Exchanged dwith Berlin Museum, July 1936	voucher elsewhere	0	1
Exchanged dwith Berlin Museum-July 1936	voucher elsewhere	0	1
Exchanged dwith John Lewis Childs, March 26, 1903	voucher elsewhere	0	1
Exchanged dwith L.A. Fuertes, June 10, 1910	voucher elsewhere	0	1
Exchanged Fla. St. Univ. 7/19/63	voucher elsewhere	0	1
Exchanged for Cuban birds - Nos. 57177, 57273, 572	voucher elsewhere	0	1
Exchanged for No. 49497 - Helminthophila bachmani	voucher elsewhere	0	1
Exchanged for specimens without data with F.M.C.	voucher elsewhere	0	1
Exchanged I.A. Cohen, Oct 20.'03	voucher elsewhere	0	1
Exchanged J. Chapin for 2 crows, 4 Feb 1907	voucher elsewhere	0	1
Exchanged J.I. Nichols Feb.1,1907	voucher elsewhere	0	1
Exchanged J.T. Nichols, 1 Feb 1907	voucher elsewhere	0	1
Exchanged Jan 3, 1967 British Museum	voucher elsewhere	0	1
Exchanged March 23, 1925 with L.A. Fuertes	voucher elsewhere	0	1
Exchanged- Mr. Starrs Olson	voucher elsewhere	0	1
Exchanged Phila. Acad. Nat. Sci.	voucher elsewhere	0	1
Exchanged R.C. Murphy Feb 1907	voucher elsewhere	0	1
Exchanged R.C. Murphy Feb. 1907	voucher elsewhere	0	1
Exchanged R.C. Murphy, Feb 1907	voucher elsewhere	0	1
Exchanged S. Hatte[illeg], 6 Apr 1907	voucher elsewhere	0	1
Exchanged to Austral. Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchanged to Austral. Mus., 20 Nov. 1974	voucher elsewhere	0	1
Exchanged to Australia Nat. Coll., Sept, 1981 LLS	voucher elsewhere	0	1
Exchanged to Brigham Young Univ., Provo, Utah, Jan	voucher elsewhere	0	1
Exchanged to British Museum, December 1961	voucher elsewhere	0	1
Exchanged to British Museum, Jan 3, 1967	voucher elsewhere	0	1
Exchanged to Carnegie Museum, Pittsburgh, April 19	voucher elsewhere	0	1
Exchanged to Chicago	voucher elsewhere	0	1
Exchanged to Chicago Mus.	voucher elsewhere	0	1
Exchanged to Chicago Mus..	voucher elsewhere	0	1
Exchanged to Chicago Museum	voucher elsewhere	0	1
Exchanged to Cornell Univ., 3 June 1986	voucher elsewhere	0	1
Exchanged to Doctor W.H. Phelps, June 24 1959	voucher elsewhere	0	1
Exchanged to Dr. Campos Seabra, R. de Janeiro, Apr	voucher elsewhere	0	1
Exchanged to Dr. W.H. Phelps	voucher elsewhere	0	1
Exchanged to Dr. W.H. Phleps, 24 Jun 1959	voucher elsewhere	0	1
Exchanged to Dr. William H. Phelps, July 17, 1961	voucher elsewhere	0	1
Exchanged to F.M.N.H. Chicago, Jan 2007-P. Sweet	voucher elsewhere	0	1
Exchanged to Goeldi Mus., Belém, Brazil, June 1989	voucher elsewhere	0	1
Exchanged to Goeldi Museum Belém, Brazil June 1989	voucher elsewhere	0	1
Exchanged to Goeldi Museum Belém, Brazil, June 198	voucher elsewhere	0	1
Exchanged to Goeldi Museum Belém, Brazil, June, 19	voucher elsewhere	0	1
Exchanged to Goeldi Museum, Beléin, Brazil, June 1	voucher elsewhere	0	1
Exchanged to Goeldi Museum, Belém, Brazil	voucher elsewhere	0	1
Exchanged to Goeldi Museum, Belem, Brazil, Jun 198	voucher elsewhere	0	1
Exchanged to Goeldi Museum, Belém, Brazil, Jun 198	voucher elsewhere	0	1
Exchanged to Goeldi Museum, Belem, Brazil, June 19	voucher elsewhere	0	1
Exchanged to Goeldi Museum, Belém, Brazil, June 19	voucher elsewhere	0	1
Exchanged to Goeldi Museum, Belén, Brazil, June 19	voucher elsewhere	0	1
Exchanged to Goldi Museum, Belém, Brazil, June 198	voucher elsewhere	0	1
Exchanged to H.B. Haugh, Ontario, Canada, Jan 1968	voucher elsewhere	0	1
Exchanged to Herbert Zaidler, Feb 10, 1956	voucher elsewhere	0	1
Exchanged to Inst. de la Patagonia, Punta Arenas, 	voucher elsewhere	0	1
Exchanged to J.G. Williams, The Caryndon Museum, J	voucher elsewhere	0	1
Exchanged to Mr. Storrs Olson	voucher elsewhere	0	1
Exchanged to Mus. of Southwestern Biology, Albuque	voucher elsewhere	0	1
Exchanged to Mus. Zool., Iniv. Conn., Storrs, Ct.,	voucher elsewhere	0	1
Exchanged to Mus. Zool., Univ. Conn., Storrs Ct., 	voucher elsewhere	0	1
Exchanged to Museo de Zoologia Univ. Nac. Aut de M	voucher elsewhere	0	1
Exchanged to Museo de Zoologia Univ. Nac. Aut. de 	voucher elsewhere	0	1
Exchanged to Museo de Zoologia, Univ. Nac. Autonom	voucher elsewhere	0	1
Exchanged to Museo Ecuatoriano y Cien, Quito, Ecua	voucher elsewhere	0	1
Exchanged to Museo Ecuatoriano y Cien. Nat., Quito	voucher elsewhere	0	1
Exchanged to Museum Nacional, Rio de Janeiro (Dr. 	voucher elsewhere	0	1
Exchanged to N.Y. Scientific Supply Co. (Ons. Rubi	voucher elsewhere	0	1
Exchanged to N.Y.Sci. Supply Co.	voucher elsewhere	0	1
Exchanged to New York Science Supply	voucher elsewhere	0	1
Exchanged to NY Scientific Supply Co., January 17,	voucher elsewhere	0	1
Exchanged to Paterson Museum, N.J.	voucher elsewhere	0	1
Exchanged to Peabody Museum, Yale University, May 	voucher elsewhere	0	1
Exchanged to Peterson Museum, N.J.	voucher elsewhere	0	1
Exchanged to Phelps Coll., Caracas, 4/30/85	voucher elsewhere	0	1
Exchanged to Phil. Acad. Nat. Sci.	voucher elsewhere	0	1
Exchanged to Phila. Acad. Nat. Sci.	voucher elsewhere	0	1
Exchanged to Prince Hans of Liechtenstein	voucher elsewhere	0	1
Exchanged to Princeton Museum October 27, 1960	voucher elsewhere	0	1
Exchanged to Princeton Museum, October, 1960	voucher elsewhere	0	1
Exchanged to Queens Museum, May 1985	voucher elsewhere	0	1
Exchanged to Queensland Mus., May 1985	voucher elsewhere	0	1
Exchanged to Queensland Museum, Australia, D.P. Ve	voucher elsewhere	0	1
Exchanged to Queensland Museum, May 1985	voucher elsewhere	0	1
Exchanged to Rofe Grandsau, Parque Terranova, SB C	voucher elsewhere	0	1
Exchanged to Rolf Gr[illeg][illeg]ts[illeg][illeg]	voucher elsewhere	0	1
Exchanged to Rolf Gra[illeg]ts[illeg][illeg], Parq	voucher elsewhere	0	1
Exchanged to Rolf Grandsan, Parque Terranova, SB C	voucher elsewhere	0	1
Exchanged to Rolf Grandsau, Parque Terranova, SB C	voucher elsewhere	0	1
Exchanged to Rolf Gransan, Parque Terranova, SB Ca	voucher elsewhere	0	1
Exchanged to Rolf Grants[illeg][illeg], Parque Ter	voucher elsewhere	0	1
Exchanged to Rolf Grantsa[illeg], Parque Terranova	voucher elsewhere	0	1
Exchanged to Rolf Grantsan, Parqua Terranova, SB C	voucher elsewhere	0	1
Exchanged to Rolf Grantsan, Parque Terramova, SB C	voucher elsewhere	0	1
Exchanged to Rolf Grantsan, Parque Terranova, S.B.	voucher elsewhere	0	1
Exchanged to Rolf Grantsan, Parque Terranova, SB C	voucher elsewhere	0	1
Exchanged to Rolf Grantsan, Parque Terrauva SB Cam	voucher elsewhere	0	1
Exchanged to Rolf Grantsan, Parque Terrauvo, S.B. 	voucher elsewhere	0	1
Exchanged to Rolf Grantsan, Porque Terranova, SB C	voucher elsewhere	0	1
Exchanged to Rolf Grantsau, Parque Terranbva, S.B.	voucher elsewhere	0	1
Exchanged to Rolf Grantsen, Parque Terranova, SP, 	voucher elsewhere	0	1
Exchanged to Rolf Grawtsau Parque Terra nova, S.B.	voucher elsewhere	0	1
Exchanged to Rothschild and on return renumbered 7	voucher elsewhere	0	1
Exchanged to Rothschild, when returned renumbered 	voucher elsewhere	0	1
Exchanged to S, Austral. Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchanged to S. Austral Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchanged to S. Austral Mus., 20 Nov. 1974	voucher elsewhere	0	1
Exchanged to S. Austral Mus., Nov. 19 1974	voucher elsewhere	0	1
Exchanged to S. Austral Museum, 20 Nov 1974	voucher elsewhere	0	1
Exchanged to S. Austral Museum, 20 Nov. 1974	voucher elsewhere	0	1
Exchanged to S. Austral. Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchanged to S. Austral. Mus., 20 Nov. 1974	voucher elsewhere	0	1
Exchanged to S. Austral. Mus.; 20 Nov 1974	voucher elsewhere	0	1
Exchanged to S. Austral. Museum, 20 Nov 1974	voucher elsewhere	0	1
Exchanged to S. Austral. Museum, 20 Nov. 1974	voucher elsewhere	0	1
Exchanged to S. Australia Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchanged to S. Australian Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchanged to S. Nostral [illeg.] Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchanged to San Diego State College, 4/69 L.L.S.	voucher elsewhere	0	1
Exchanged to San Diego State College, 4/69 LLS	voucher elsewhere	0	1
Exchanged to San Diego State College, Apr 1969 L.L	voucher elsewhere	0	1
Exchanged to San Diego State College, Apr 1969, L.	voucher elsewhere	0	1
Exchanged to San Diego State College-4/69 L.L.S.	voucher elsewhere	0	1
Exchanged to Sao Paulo, Brazil Museum (Dr. Carmago	voucher elsewhere	0	1
Exchanged to S-Austral Mus., 20 Nov 1974	voucher elsewhere	0	1
Exchanged to St. Lawrence Univ., Canton, N.Y., Feb	voucher elsewhere	0	1
Exchanged to State Univ. college, Oneonta, N.Y. 10	voucher elsewhere	0	1
Exchanged to State Univ. College, Oneonta, N.Y., 2	voucher elsewhere	0	1
Exchanged to Storrs Olson, March 1967	voucher elsewhere	0	1
Exchanged to Tahiti Museum 1928	voucher elsewhere	0	1
Exchanged to the British Mus., Jan. 1955	voucher elsewhere	0	1
Exchanged to the Princeton Museum of Zoology	voucher elsewhere	0	1
Exchanged to U. Fla. 7/19/63	voucher elsewhere	0	1
Exchanged to U. Fla., 19 Jul 1963	voucher elsewhere	0	1
Exchanged to U. Fla., 19 Jul 1963, Fla. St. Univ.	voucher elsewhere	0	1
Exchanged to U. florida 7/19/63	voucher elsewhere	0	1
Exchanged to U. of Fla., 19 Jun 1963	voucher elsewhere	0	1
Exchanged to U. of Fla., 7/19/63	voucher elsewhere	0	1
Exchanged to U. of Fla.; 19 Jul 1963 Fla. St. Univ	voucher elsewhere	0	1
Exchanged to U.S. Nat. Mus.	voucher elsewhere	0	1
Exchanged to Vienna Museum	voucher elsewhere	0	1
Exchanged to W.H. Phelps	voucher elsewhere	0	1
Exchanged to Yale Univ., 30 Jan 1985	voucher elsewhere	0	1
Exchanged U. Fla. (Fla. St. Univ.) 19 Jul 1963	voucher elsewhere	0	1
Exchanged U. Fla. 7/19/63	voucher elsewhere	0	1
Exchanged Vienna Museum - Apr. 6, 1982	voucher elsewhere	0	1
Exchanged Vienna Museum, 6 Apr 1982	voucher elsewhere	0	1
Exchanged w. A.M. Peklo - Russia	voucher elsewhere	0	1
Exchanged W. Univ. Okla. Jan 3 '55	voucher elsewhere	0	1
Exchanged w/ Univ. of Oklahoma 3-I-55	voucher elsewhere	0	1
Exchanged with A. Eiche, Mar 1909; Ex. with Clevel	voucher elsewhere	0	1
Exchanged with A. Eiche, March 1911	voucher elsewhere	0	1
Exchanged with A.G. Paine,Jr. Dec. 1 1886	voucher elsewhere	0	1
Exchanged with A.G. Paine,Jr. Dec. 1, 1886	voucher elsewhere	0	1
Exchanged with A.G. Paine,Jr. Dec. 1,1886	voucher elsewhere	0	1
Exchanged with A.G. Paine,Jr. Dec.1,1886	voucher elsewhere	0	1
Exchanged with A.G. Pine,Jr. Dec. 1, 1886	voucher elsewhere	0	1
Exchanged with A.G.Paine,Jr. Dec. 1, 1886	voucher elsewhere	0	1
Exchanged with A.T. Wayne Mount Pleasant, S.C. for	voucher elsewhere	0	1
Exchanged with A.W. Anthony, 15 Dec 1893	voucher elsewhere	0	1
Exchanged with Ab[illeg]ot Thayer	voucher elsewhere	0	1
Exchanged with Abbot Thayer	voucher elsewhere	0	1
Exchanged with Abbott Thayer, 22 Mar 1899	voucher elsewhere	0	1
Exchanged with Ablot Thayer	voucher elsewhere	0	1
Exchanged with Acad. Nat. Sci., Philadelphia, Aug 	voucher elsewhere	0	1
Exchanged with Academy of Nat'l Sciences; Mar 21, 	voucher elsewhere	0	1
Exchanged with Academy of Nat'l Sciences; March 21	voucher elsewhere	0	1
Exchanged with Academy of Nat'l Sciences; Nov 6, 1	voucher elsewhere	0	1
Exchanged with Apolinar Maria Dec. 1914	voucher elsewhere	0	1
Exchanged with Apolinar Maria, Dec 1914	voucher elsewhere	0	1
Exchanged with Apolinar Maria, Dec. 1914	voucher elsewhere	0	1
Exchanged with Ashby Hine, Baniff, alberta July 31	voucher elsewhere	0	1
Exchanged with Ashley Hine Banff, Alberton, July 3	voucher elsewhere	0	1
Exchanged with Ashley Hine, Banff, Alberta July 31	voucher elsewhere	0	1
Exchanged with Ashley Hine, Banff, Alberta, 31 Jul	voucher elsewhere	0	1
Exchanged with Augustus G. Paine,Jr. Nov. 1886	voucher elsewhere	0	1
Exchanged with Berlin Mus.	voucher elsewhere	0	1
Exchanged with Berlin Mus. July 1936	voucher elsewhere	0	1
Exchanged with Berlin Mus., July 1936	voucher elsewhere	0	1
Exchanged with Berlin Muse,, July 1936	voucher elsewhere	0	1
Exchanged with Berlin Musein July 1936	voucher elsewhere	0	1
Exchanged with Berlin Museum Jul 1936	voucher elsewhere	0	1
Exchanged with Berlin Museum July 1935	voucher elsewhere	0	1
Exchanged with Berlin Museum July 1936	voucher elsewhere	0	1
Exchanged with Berlin Museum, Jul 1936	voucher elsewhere	0	1
Exchanged with Berlin Museum, July 1926	voucher elsewhere	0	1
Exchanged with Berlin Museum, July 1935	voucher elsewhere	0	1
Exchanged with Berlin Museum, July 1936	voucher elsewhere	0	1
Exchanged with Berlin Museum, June 1936	voucher elsewhere	0	1
Exchanged with Berlin Museum-July 1936	voucher elsewhere	0	1
Exchanged with Berlin Zoological Mus., Nov 1, 1930	voucher elsewhere	0	1
Exchanged with Berlin, July 1936	voucher elsewhere	0	1
Exchanged with British Mus., Sept 1927	voucher elsewhere	0	1
Exchanged with Brooklyn Institute, 3 Aug 1908	voucher elsewhere	0	1
Exchanged with C.A. Smith and received in his coll	voucher elsewhere	0	1
Exchanged with C.B. Cory	voucher elsewhere	0	1
Exchanged with C.B. Cory (F. ? Nitt) July 1915	voucher elsewhere	0	1
Exchanged with C.B.Cory	voucher elsewhere	0	1
Exchanged with Capt. Wirt Robinson Sept 1902 for s	voucher elsewhere	0	1
Exchanged with Carlos Reeds Mendoza, 9 Feb 1917	voucher elsewhere	0	1
Exchanged with Carlos Reeds, Mendoza, 9 Feb 1917	voucher elsewhere	0	1
Exchanged with Carnegie Mus. June 15, 1929	voucher elsewhere	0	1
Exchanged with Carnegie Musuem: 17 Ma[illeg] 1939	voucher elsewhere	0	1
Exchanged with Colonel Meinertzhagen, May 1927	voucher elsewhere	0	1
Exchanged with Connecticut Audubon Soc. June 1915	voucher elsewhere	0	1
Exchanged with Connecticut Audubon Society, June 1	voucher elsewhere	0	1
Exchanged with Cornell University, April 1916	voucher elsewhere	0	1
Exchanged with Cornell University, April, 1916	voucher elsewhere	0	1
Exchanged with D.A. Coh[illeg][illeg], 20 Oct 1903	voucher elsewhere	0	1
Exchanged with D.A. Cohn Oct. 20,'03	voucher elsewhere	0	1
Exchanged with D.A.Cohn Oct 20,1903	voucher elsewhere	0	1
Exchanged with Dr. Friedmann, M.C.Z., July 8, 1929	voucher elsewhere	0	1
Exchanged with Dr. L.C. Sanford	voucher elsewhere	0	1
Exchanged with Dr. L.C. Sanford, Nov 1921	voucher elsewhere	0	1
Exchanged with Dr. Roberto Dabbene, Museo Nacional	voucher elsewhere	0	1
Exchanged with Dr. Stresemann-Berlin Museum-May 19	voucher elsewhere	0	1
Exchanged with Dr. Wm. C. Avery	voucher elsewhere	0	1
Exchanged with Dr. Wm. C. Avery, [illeg]2 Feb 18[i	voucher elsewhere	0	1
Exchanged with Dr. Wm. C. Avery, 2.12.1892	voucher elsewhere	0	1
Exchanged with Dr. Wm. C. Soery 2/12/1892	voucher elsewhere	0	1
Exchanged with Dr. Wm. Catvery [illeg.]	voucher elsewhere	0	1
Exchanged with Dr. Wm.C. Avery	voucher elsewhere	0	1
Exchanged with E.N. Faulks, Sept 1902	voucher elsewhere	0	1
Exchanged with E.T. Seton for a Canachites frankli	voucher elsewhere	0	1
Exchanged with F.M. Chapman	voucher elsewhere	0	1
Exchanged with Frank Warrimont, Apr 1909	voucher elsewhere	0	1
Exchanged with Frank Warrimont, April 1909	voucher elsewhere	0	1
Exchanged with Geo. Hollister for 1 Merlin, Nov 24	voucher elsewhere	0	1
Exchanged with Geo. Hollister for Hawk Nov 29, 191	voucher elsewhere	0	1
Exchanged with Geo. Hollister for Hawk Nov. 29, 19	voucher elsewhere	0	1
Exchanged with Geo. Hollister for Hawk, 24 Nov 191	voucher elsewhere	0	1
Exchanged with Geo. Hollister for hawk, 29 Nov 191	voucher elsewhere	0	1
Exchanged with Geo. Hollister for hawk, Nov 24, 19	voucher elsewhere	0	1
Exchanged with Geo. Hollister for Hawk, Nov 29, 19	voucher elsewhere	0	1
Exchanged with Geo. Hollister for hawk. Nov. 29, 1	voucher elsewhere	0	1
Exchanged with Geo. Hollister, Nov 1913	voucher elsewhere	0	1
Exchanged with George B. Sennett	voucher elsewhere	0	1
Exchanged with H.K. Coale April 24, 1907	voucher elsewhere	0	1
Exchanged with H.K. Coale March '10	voucher elsewhere	0	1
Exchanged with H.K. Coale March'10	voucher elsewhere	0	1
Exchanged with H.K. Coale, [Mar?]	voucher elsewhere	0	1
Exchanged with H.K. Coale, 24 Apr 1907	voucher elsewhere	0	1
Exchanged with H.K. Coale, April 24, 1907	voucher elsewhere	0	1
Exchanged with H.K. Coale, Chicago, Ill. April 24,	voucher elsewhere	0	1
Exchanged with H.K. Coale, Chicago, Ill., Apr 1907	voucher elsewhere	0	1
Exchanged with H.K. Coale, Mar 1910	voucher elsewhere	0	1
Exchanged with H.K. Coale, Mar. 10[?]	voucher elsewhere	0	1
Exchanged with H.K. Coale, March 10	voucher elsewhere	0	1
Exchanged with H.K. Coale, March '10	voucher elsewhere	0	1
Exchanged with H.K. Coale, March 10[?]	voucher elsewhere	0	1
Exchanged with H.K. Coale, March'10	voucher elsewhere	0	1
Exchanged with H.K.Coale March 10	voucher elsewhere	0	1
Exchanged with H.P. Attwater, April 9, 1892	voucher elsewhere	0	1
Exchanged with Howarth S. Boyle for Hawk;Archilnte	voucher elsewhere	0	1
Exchanged with J. & J. Mailliard, Nov 1903	voucher elsewhere	0	1
Exchanged with J. Rowley for another quail killed 	voucher elsewhere	0	1
Exchanged with Jesse D. Figgins	voucher elsewhere	0	1
Exchanged with John E. Thayer thru O. Bangs April 	voucher elsewhere	0	1
Exchanged with John E. Thayer thru O. Bangs, April	voucher elsewhere	0	1
Exchanged with John E. Thayer, Laincas in Mass. Ju	voucher elsewhere	0	1
Exchanged with John E. Thayer, Lancaster, Mass. Ju	voucher elsewhere	0	1
Exchanged with John E. Thayr, Lancaster, Mass. Jun	voucher elsewhere	0	1
Exchanged with John Lewis Childs, 26 Mar 1903	voucher elsewhere	0	1
Exchanged with John Lewis Childs, March 26 1903	voucher elsewhere	0	1
Exchanged with Kansas Natural History Museum-3/200	voucher elsewhere	0	1
Exchanged with Kline, 10 Jul 1906	voucher elsewhere	0	1
Exchanged with Kny-Sheerer Co., Mar 1902	voucher elsewhere	0	1
Exchanged with L.A. Fuertes	voucher elsewhere	0	1
Exchanged with L.A. Fuertes Dec 1925	voucher elsewhere	0	1
Exchanged with L.A. Fuertes, 10 Jun 191[illeg]	voucher elsewhere	0	1
Exchanged with L.A. Fuertes, 10 Jun 1910	voucher elsewhere	0	1
Exchanged with L.A. Fuertes, 19 Feb 1914	voucher elsewhere	0	1
Exchanged with L.A. Fuertes, 1906	voucher elsewhere	0	1
Exchanged with L.A. Fuertes, Dec 1925	voucher elsewhere	0	1
Exchanged with L.A. Fuertes, Feb 19, 1914	voucher elsewhere	0	1
Exchanged with L.A. Fuertes, June 10, 1910	voucher elsewhere	0	1
Exchanged with L.A. Fuertes, March 23,1925	voucher elsewhere	0	1
Exchanged with La. A. Fuertes, Feb 19, 1914	voucher elsewhere	0	1
Exchanged with Louis A. Fuertes for an im. of the 	voucher elsewhere	0	1
Exchanged with Louis A. Fuertes, 30 Nov 1899	voucher elsewhere	0	1
Exchanged with Louis Fuertes, 1909	voucher elsewhere	0	1
Exchanged with Louis Fuertes,1909	voucher elsewhere	0	1
Exchanged with Luis Fuertes 1909	voucher elsewhere	0	1
Exchanged with Luis Fuertes, 1909	voucher elsewhere	0	1
Exchanged with Luiz Fuertes, 1909	voucher elsewhere	0	1
Exchanged with M.A.C.N., Argentina March 2003	voucher elsewhere	0	1
Exchanged with M.A.C.N., Argentina, Mar 2003	voucher elsewhere	0	1
Exchanged with M.C.Z. 8/10/27	voucher elsewhere	0	1
Exchanged with MACN, Argentina, Mar 2003	voucher elsewhere	0	1
Exchanged with MCZ, July 7, 1927 for Ciridops anna	voucher elsewhere	0	1
Exchanged with MCZ-3 11-53	voucher elsewhere	0	1
Exchanged with Moore Lab. of Zoology, Occidental C	voucher elsewhere	0	1
Exchanged with Mr. E.T. Seton, 24 May 1928	voucher elsewhere	0	1
Exchanged with Mr. Hoyle, Dec 1908	voucher elsewhere	0	1
Exchanged with Mr. Outram Bangs, March 20, 1914	voucher elsewhere	0	1
Exchanged with Mr. Pitram Bangs, March 20, 1914	voucher elsewhere	0	1
Exchanged with Mr. Sennett	voucher elsewhere	0	1
Exchanged with New York Scientific Supply Co., 28 	voucher elsewhere	0	1
Exchanged with Newark Museum, Mar. 17, 1939	voucher elsewhere	0	1
Exchanged with North Carolina Museum of Nat. Sci.,	voucher elsewhere	0	1
Exchanged with North Carolina State Museum of Nat.	voucher elsewhere	0	1
Exchanged with O. Bangs for Agelaius assimilis, 29	voucher elsewhere	0	1
Exchanged with O. Bangs, Sept 20,1918	voucher elsewhere	0	1
Exchanged with Paris Museum June 13, 1928	voucher elsewhere	0	1
Exchanged with Paris Museum, 13 Jun 1928	voucher elsewhere	0	1
Exchanged with Peklo - Russia 1973	voucher elsewhere	0	1
Exchanged with Phila. Acad. Nat. Sci., Jul 1928	voucher elsewhere	0	1
Exchanged with Princeton Mus. of Zoology, Dec 16, 	voucher elsewhere	0	1
Exchanged with Princeton Mus. z.-Jan 1926	voucher elsewhere	0	1
Exchanged with Princeton Museum of Zoology, 16 Dec	voucher elsewhere	0	1
Exchanged with Princeton Museum, 24 Jun 1959	voucher elsewhere	0	1
Exchanged with Prof. Uacoun 2/24/1892	voucher elsewhere	0	1
Exchanged with Prof. W,. W. Marshall, U. of Minn.,	voucher elsewhere	0	1
Exchanged with Prof. Wm. H. Marshall, U. of Minnes	voucher elsewhere	0	1
Exchanged with Prof. Wm. W. Marshall, I. of Minnes	voucher elsewhere	0	1
Exchanged with Prof. Wm. W. Marshall, U. of Minnes	voucher elsewhere	0	1
Exchanged with Royal Scottish Museum, Sep 1915	voucher elsewhere	0	1
Exchanged with South African Museum, 25 Jan 1904	voucher elsewhere	0	1
Exchanged with South Australian Mus. 8/80	voucher elsewhere	0	1
Exchanged with Stockholm Mus., June 14,1929	voucher elsewhere	0	1
Exchanged with Swedish Nat. Hist. Museum, 16 Oct 1	voucher elsewhere	0	1
Exchanged with Tax'd Dept. for an ad. Male in wint	voucher elsewhere	0	1
Exchanged with the Princeton Museum of Zoology, De	voucher elsewhere	0	1
Exchanged with the Princeton Museum of Zooloogy, D	voucher elsewhere	0	1
Exchanged with Tring Mus.,July 9, 1928	voucher elsewhere	0	1
Exchanged with U.S. Nat. Mus., Sep 1893	voucher elsewhere	0	1
Exchanged with Walter Koetz, April 1926	voucher elsewhere	0	1
Exchanged with Wm. Dutcher, 12 [illeg] 1994	voucher elsewhere	0	1
Exchanged with Zoological Refeicne Collection, Sin	voucher elsewhere	0	1
ExchangedParatype	voucher elsewhere	0	1
Exchanged, 6 Apr 1907	voucher elsewhere	0	1
Exchanged, Oct 17, 1888	voucher elsewhere	0	1
Exchanged: Mueseum of Comparative Zoology; Dec 28,	voucher elsewhere	0	1
Exchanged; 16 Dec 1939 with Princeton Musuem of Zo	voucher elsewhere	0	1
Exchanged; Museum of Comparative Zoology, Oct 20, 	voucher elsewhere	0	1
EXCHANGED?	voucher elsewhere	0	1
Exchange-Dominios Mus., Wellington, N.Z.	voucher elsewhere	0	1
Exchange-Dr. Streseman-Berlin Museum-May 1927	voucher elsewhere	0	1
Exchange-Dr. Stresemann-Berlin Mus.-May 1927	voucher elsewhere	0	1
Exchange-Dr. Stresemann-Berlin Museum-May 1927	voucher elsewhere	0	1
Exchange-Peabody Mus., Jan 1950	voucher elsewhere	0	1
Exchange-Peklo-Russia	voucher elsewhere	0	1
Exchanges with Prof. Wm. W. Marshall, U. of Minn. 	voucher elsewhere	0	1
Exchanges with Prof. Wm. W. Marshall, U. of Minn.-	voucher elsewhere	0	1
Exchanges with Prof. Wm. W. Marshall, Univ. of Min	voucher elsewhere	0	1
Exchange-Walter Koelz-April 1926	voucher elsewhere	0	1
Exchgd with Japanese Museum, Sep 1908	voucher elsewhere	0	1
Exchnaged with Carlos Reeds Mendoza, Feb 9, 1917	voucher elsewhere	0	1
Exchwith O. Bangs, Sept 20, 1918	voucher elsewhere	0	1
Exhibit - Sanford Hall	voucher elsewhere	0	1
Exhibit-Reptile Hall	voucher elsewhere	0	1
Ex-Tackapausha Museum	voucher elsewhere	0	1
Ex-Walter Koelz, April 1926	voucher elsewhere	0	1
Ex-Walter Koelz-April 1926	voucher elsewhere	0	1
F203,86007,		0	1
Fla. St. Univ.	voucher elsewhere	0	1
Fla. St. Univ. exchanged U. Fla. 7/19/63	voucher elsewhere	0	1
Fla. St. Univ. Exchanged U. Florida 7/19/63	voucher elsewhere	0	1
Fla. St. Univ., Exchanged U. Fla. 7/11/63	voucher elsewhere	0	1
Fla. St. University	voucher elsewhere	0	1
Fla. State University	voucher elsewhere	0	1
Fluid room	in collection	0	1
Found	in collection	0	1
Found - discovered by AMCC inventory	in collection	0	1
Found - during inventory for incorporation into AM	in collection	0	1
Found - 'Exch. Field Mus. Chicago, Nov 1922' in Sk	voucher elsewhere	0	1
Found - uncataloged in collection	in collection	0	1
Found -95,85890,	in collection	0	1
Found dead by a boy and sent to W.F.Smith by whom 	voucher elsewhere	0	1
From H.G. Reeve	in collection	0	1
From John Akhurst	in collection	0	1
From L.B. Davenport	in collection	0	1
Fta. St. University	in collection	0	1
G		0	1
GA to CSIRO, Canberra	voucher elsewhere	0	1
Gift - City College - 1969	voucher elsewhere	0	1
Gift - City College - Mar 1969	voucher elsewhere	0	1
Gift - City College, Mar 1969	voucher elsewhere	0	1
Gift - City College-1969	voucher elsewhere	0	1
Gift - SWRS, Portal, Ariz.	voucher elsewhere	0	1
Gift (Rec. Dec 8, 1902	voucher elsewhere	0	1
