"verbatimPrep","StandardPrep","standard","checked"
"Partial R dentary p/2 p/3 p/4 m/1 m/2 m/3.",,0,0
"partial r dentary w 2-3",,0,0
"partial r dentary w broken bases of c1, p1-2",,0,0
"partial r dentary w broken p4+m1",,0,0
"partial r dentary w broken roots of molar",,0,0
"partial r dentary w c, p2-m2",,0,0
"partial r dentary w c1, p2-4, m1",,0,0
"partial r dentary w c1, p2-4, m1-2",,0,0
"partial r dentary w c1, p2-4, m1-3",,0,0
"partial r dentary w c1, p4, m1-3",,0,0
"partial r dentary w cheek teeth",,0,0
"partial r dentary w dp2, dp4, m1",,0,0
"partial r dentary w dp2-4",,0,0
"partial r dentary w dp2-4, m1",,0,0
"partial r dentary w dp3, p3 in crypt",,0,0
"partial r dentary w dp3-4",,0,0
"partial r dentary w dp3-4, m1",,0,0
"partial r dentary w dp3-4, m1-2",,0,0
"partial r dentary w dp4",,0,0
"partial r dentary w dp4, m1",,0,0
"partial r dentary w dp4, m1-3",,0,0
"partial r dentary w four cheek teeth",,0,0
"partial r dentary w four fragmentary cheek teeth",,0,0
"partial r dentary w four partial or fragmented cheek teeth",,0,0
"partial r dentary w fragmentary i1, p3, ant. half m1, roots of m2, m3, ant. half m4",,0,0
"partial r dentary w fragmentary m1-3",,0,0
"partial r dentary w fragmentary m3",,0,0
"partial r dentary w fragmentary m4",,0,0
"partial r dentary w fragmented m1; m2",,0,0
"partial r dentary w half of p3+m1, m2-3",,0,0
"partial r dentary w i1",,0,0
"partial r dentary w i1, m1-3",,0,0
"partial r dentary w i1, p3, m1-4",,0,0
"partial r dentary w i1-4, c1, p2-4, m1-3",,0,0
"partial r dentary w i3, c1, p2-4",,0,0
"partial r dentary w i3, c1, p3-4, m1",,0,0
"partial r dentary w i3, c1, p3-4, m1-2",,0,0
"partial r dentary w incisor",,0,0
"partial r dentary w incisor + c1 roots, partial p1-4, m1 fragment",,0,0
"partial r dentary w incisor, c1, p4",,0,0
"partial r dentary w incisor, p3-4, m1-2",,0,0
"partial r dentary w incisor, p4",,0,0
"partial r dentary w lower molar",,0,0
"partial r dentary w m1",,0,0
"partial r dentary w m1, partial m2",,0,0
"partial r dentary w m1-2",,0,0
"partial r dentary w m1-2, partial m3",,0,0
"partial r dentary w m1-3",,0,0
"partial r dentary w m1-3, associated fragments",,0,0
"partial r dentary w m1-3, associated tooth fragments",,0,0
"partial r dentary w m1-4",,0,0
"partial r dentary w m2",,0,0
"partial r dentary w m2, fragments of m1",,0,0
"partial r dentary w m2-3",,0,0
"partial r dentary w m3",,0,0
"partial r dentary w molar",,0,0
"partial r dentary w molar, incisors",,0,0
"partial r dentary w one cheek tooth",,0,0
"partial r dentary w one molar",,0,0
"partial r dentary w one+a half cheek teeth",,0,0
"partial r dentary w one+a half molars",,0,0
"partial r dentary w p1-4, m1-2,+associated fragments",,0,0
"partial r dentary w p2-3",,0,0
"partial r dentary w p2-4",,0,0
"partial r dentary w p2-4, m1, incisors, associated fragments",,0,0
"partial r dentary w p2-4, m1-2",,0,0
"partial r dentary w p2-4, M1-2, lower cheek tooth, numerous fragments",,0,0
"partial r dentary w p2-4, m1-3",,0,0
"partial r dentary w p3",,0,0
"partial r dentary w p3, dp4, m1-3",,0,0
"partial r dentary w p3, m1",,0,0
"partial r dentary w p3, m1-2, m4",,0,0
"partial r dentary w p3, m1-3",,0,0
"partial r dentary w p3, m1-4; l +r I1/, l max w M2-M4/, l M1/, lP3/, r M4/",,0,0
"partial r dentary w p3-4",,0,0
"partial r dentary w p3-4 + teeth",,0,0
"partial r dentary w p3-4, m1",,0,0
"partial r dentary w p3-4, m1+jugal",,0,0
"partial r dentary w p3-4, m1-2",,0,0
"partial r dentary w p3-4, m1-3",,0,0
"partial r dentary w p3-4, m1-3 + l p2-3",,0,0
"partial r dentary w p3-4, partial m1",,0,0
"partial r dentary w p3-m1",,0,0
"partial r dentary w p4",,0,0
"partial r dentary w p4, m1",,0,0
"partial r dentary w p4, m1-2",,0,0
"partial r dentary w p4, m1-3",,0,0
"partial r dentary w p4, partial m1",,0,0
"partial r dentary w p4, partial m1, m2-3",,0,0
"partial r dentary w partial c1, p3-4, m1",,0,0
"partial r dentary w partial incisor, m1",,0,0
"partial r dentary w partial incisor; p4, m1",,0,0
"partial r dentary w partial m1, m2",,0,0
"partial r dentary w partial m1; m2",,0,0
"partial r dentary w partial m1-2",,0,0
"partial r dentary w partial m2, m3",,0,0
"partial r dentary w partial m3",,0,0
"partial r dentary w partial p2-3",,0,0
"partial r dentary w partial p4, m1",,0,0
"partial r dentary w premolar",,0,0
"partial r dentary w several broken tooth bases",,0,0
"partial r dentary w several fragmentary cheek teeth",,0,0
"partial r dentary w three cheek teeth",,0,0
"partial r dentary w three molariform teeth",,0,0
"partial r dentary w two cheek teeth",,0,0
"partial r dentary w two complete+two partial cheek teeth",,0,0
"partial r dentary w two fragmentary cheek teeth",,0,0
"partial r dentary w two incisors, p2-4, m1; in two pieces",,0,0
"partial r dentary w two molars",,0,0
"partial r dentary w two premolars",,0,0
"partial r dentary w two+a half cheek teeth",,0,0
"partial r dentary w unerupted p3, m1-3",,0,0
"partial R dentary w. p/4-m/3",,0,0
"partial r dentary with anterior fragment of l dentary attached w i1-3, c1, p2-4, m1-3",,0,0
"partial R dentary with I/1 M/1-3",,0,0
"partial r dentary with l anterior portion fused at symphysis w i3, p2-4",,0,0
"partial R dentary with P/3-4 M/1-2",,0,0
"partial R dentary with worn P/2-4 M/1-2",,0,0
"partial r dentary, edentulous",,0,0
"Partial R dentary, fragmentary teeth.",,0,0
"partial r dentary, numerous associated postcranial elements",,0,0
"partial r dentary, numerous l dentary fragment",,0,0
"partial r dentary, small attached anterior l dentary",,0,0
"Partial R dentary.",,0,0
"partial r dp3",,0,0
"partial r dp4",,0,0
"partial r femur",,0,0
"Partial R frontal.",,0,0
"partial r frontal+horn base",,0,0
"partial r fused metatarsals",,0,0
"partial r hindlimb (several partial elements",,0,0
"partial R humerus",,0,0
"partial R hypoplastron",,0,0
"partial r i1",,0,0
"partial r I3",,0,0
"Partial R ilium.",,0,0
"partial r incisor",,0,0
"PARTIAL R ISCHIUM.",,0,0
"partial r juvenile dentary (dp2-4",,0,0
"partial r juvenile dentary (dp2-4, m1",,0,0
"partial r juvenile dentary w dp1, dp3",,0,0
"partial r juvenile dentary w dp1-4",,0,0
"partial r juvenile dentary w dp3",,0,0
"partial r juvenile dentary w dp3-4",,0,0
"partial r juvenile dentary w dp3-4, m1",,0,0
"partial r juvenile dentary w dp3-4, m1-2",,0,0
"partial r juvenile dentary w dp4, m1-2",,0,0
"partial r juvenile maxilla",,0,0
"partial r juvenile maxilla w dP3-4",,0,0
"partial r juvenile maxilla w dP3-4, M1-2",,0,0
"partial r juvenile maxilla w partial dP2, dP3",,0,0
"partial r lower cheek teeth",,0,0
"partial r lower cheek tooth",,0,0
"partial r lower molar",,0,0
"partial r m1",,0,0
"partial r m1 in dentary fragment",,0,0
"partial r m2",,0,0
"partial r m3",,0,0
"partial r m3 in dentary fragment",,0,0
"partial r M4",,0,0
"partial r maxilla",,0,0
"partial r maxilla (preserves broken roots of M2-4",,0,0
"partial r maxilla w dP1-3",,0,0
"partial r maxilla w dP3-4",,0,0
"partial r maxilla w four cheek teeth",,0,0
"partial r maxilla w fragmentary M1-2",,0,0
"partial r maxilla w fragmentary P2-4",,0,0
"partial r maxilla w M1",,0,0
"partial r maxilla w M1-2",,0,0
"partial r maxilla w M1-3",,0,0
"partial r maxilla w M1-4",,0,0
"partial r maxilla w M2",,0,0
"partial r maxilla w M2-3",,0,0
"partial r maxilla w one partial molar",,0,0
"partial r maxilla w P1",,0,0
"partial r maxilla w P1-4",,0,0
"partial r maxilla w P1-4, M1",,0,0
"partial r maxilla w P1-4, M1-2",,0,0
"partial r maxilla w P2-3",,0,0
"partial r maxilla w P2-3, M1-2",,0,0
"partial r maxilla w P2-4",,0,0
"partial r maxilla w P2-4, M1-2",,0,0
"partial r maxilla w P2-4, M1-3",,0,0
"partial r maxilla w P3, M1-3",,0,0
"partial r maxilla w P3-4",,0,0
"partial r maxilla w P3-4, M1",,0,0
"partial r maxilla w P3-4, M1-2",,0,0
"partial r maxilla w P3-4, M1-3",,0,0
"partial r maxilla w P3-4, M1-3; partial r dentary w p3-4, m1-3",,0,0
"partial r maxilla w P4, M1",,0,0
"partial r maxilla w P4, M1-2",,0,0
"partial r maxilla w P4, M1-2, partial M3",,0,0
"partial r maxilla w P4, M1-3",,0,0
"partial r maxilla w partial M1-2",,0,0
"partial r maxilla w partial M2-3",,0,0
"partial r maxilla w partial P4, M1-2",,0,0
"partial r maxilla w partial P4, M1-3",,0,0
"partial r maxilla w three cheek teeth",,0,0
"partial r maxilla w three cheek teeth, associated cheek teeth+fragments",,0,0
"partial r maxilla w three fragmentary cheek teeth",,0,0
"partial r maxilla w two broken roots",,0,0
"partial r maxilla w two cheek teeth",,0,0
"partial r maxilla w worn cheek tooth+fragments of two others",,0,0
"Partial R maxilla with partial P4/ M1/ M2/ M3/.",,0,0
"Partial R maxilla.",,0,0
"partial r maxilla+associated cranial fragments",,0,0
"partial r maxilla+premaxilla w broken base of incisor, C1",,0,0
"partial r maxillae+dentaries",,0,0
"partial r metatarsal IV",,0,0
"partial r metatarsal V",,0,0
"partial r molar in dentary fragment",,0,0
"partial r P2",,0,0
"partial r p3",,0,0
"partial r p4",,0,0
"partial r p4 in dentary fragment",,0,0
"partial r P4 or M1",,0,0
"partial r P4, M1+associated fragments",,0,0
"partial r P4/",,0,0
"partial R peripheral 3",,0,0
"partial R peripheral 7",,0,0
"partial R prefrontal",,0,0
"partial r premaxilla",,0,0
"partial r premaxilla w I1-3",,0,0
"partial r premaxilla+maxilla w I2-3, C1, P1",,0,0
"partial r scapula",,0,0
"partial r squamosal + postcranial frags",,0,0
"partial R tarsus",,0,0
"partial r tibia",,0,0
"Partial R tibiotarsus.",,0,0
"partial r upper cheek tooth",,0,0
"partial r upper deciduous premolar",,0,0
"partial r upper incisor",,0,0
"partial r upper molar",,0,0
"partial r w three cheek teeth",,0,0
"partial radio-ulna",,0,0
"partial radius",,0,0
"Partial radius.",,0,0
"partial rib",,0,0
"partial right dentary",,0,0
"partial right molar",,0,0
"partial right petrosal",,0,0
"partial right squamosal",,0,0
"partial right tympanic",,0,0
"partial rostrum",,0,0
"partial rostrum w l partial I1, I3, C1, P2-3",,0,0
"partial rostrum; base of left maxilla and premaxilla",,0,0
"partial rostrum; left maxilla and premaxilla",,0,0
"partial rt dentary w /C alveolus, /P3-4, /M1",,0,0
"Partial Sacral Vertebra",,0,0
"partial scapula",,0,0
"partial scapula +teeth",,0,0
"partial Scapula with Glenoid Fossa",,0,0
"partial scapula+dist tibia",,0,0
"partial scapula+metapodial",,0,0
"partial scute",,0,0
"partial second phalanx",,0,0
"Partial shaft femur.",,0,0
"PARTIAL SHAFT L TARSOMETATARSUS.",,0,0
"Partial shaft metapodial.",,0,0
"Partial shaft metatarsal.",,0,0
"partial shell",,0,0
"PARTIAL SHELL (DRY)","parital shell",0,1
"PARTIAL SHELL AND FLUID PARTS","partial shell, fluid parts",0,1
"partial shell and postcrania",,0,0
"partial shell w/postcrania",,0,0
"partial shell with almost complete, articulated anterior plastral lobe",,0,0
"partial shell, dentary",,0,0
"partial shell, juv",,0,0
"partial shell, limb bones",,0,0
"partial shell, limb bones, skull frag",,0,0
"partial shell, limb frags",,0,0
"partial shell+postcrania",,0,0
"partial skel","partial skeleton",0,1
"partial skel + other (surrogate puppet) + DNA (muscle)","partial skeleton, surrogate puppet, DNA (muscle)",0,1
"partial skel + wing + DNA (heart+muscle)","partial skeleton, wing, DNA (heart, muscle)",0,1
"Partial Skel, Wing, DNA","partial skeleton, wing, DNA",0,1
"partial skel/baculum","baculum, partial skeleton",0,1
"partial skel/wing","partial skeleton, wing",0,1
"partial skeleton","partial skeleton",1,1
"PARTIAL SKELETON (DRY)","partial skeleton",0,1
"PARTIAL SKELETON (LACKS ANT. F","partial skeleton",0,1
"partial skeleton (muscle); other (surrogate puppet)",,0,0
"Partial Skeleton (no skull)",,0,0
"partial skeleton [card catalog]; >1 indiv or taxon",,0,0
"PARTIAL SKELETON AND FLUID HEAD","partial skeleton, fluid head",0,1
"PARTIAL SKELETON AND FLUID HEAD AND TAIL","partial skeleton, fluid head, fluid tail",0,1
"PARTIAL SKELETON AND FLUID SKIN","partial skeleton, fluid skin",0,1
"Partial Skeleton and Hair",,0,0
"PARTIAL SKELETON AND SHELL AND GONADS IN FLUID","partial skeleton, fluid shell, fluid gonads",0,1
"PARTIAL SKELETON AND SOFT PARTS IN FLUID","partial skeleton, fluid soft parts",0,1
"PARTIAL SKELETON CARAPACE (DRY)","carapace, partial skeleton",0,1
"Partial Skeleton for display","partial skeleton (display)",0,1
"partial skeleton in burrow",,0,0
"partial skeleton in concretion",,0,0
"partial skeleton including right and left petrosals, tympanics, axis, and cervical vertebrae 3-7",,0,0
"partial skeleton including skull",,0,0
"partial skeleton including, partial cranium+dentaries",,0,0
"partial skeleton on block w 41444",,0,0
"PARTIAL SKELETON ONLY","partial skeleton",0,1
"PARTIAL SKELETON SHELL (DRY)","shell, partial skeleton",0,1
"partial skeleton w almost complete plastron",,0,0
"partial skeleton w partial skull",,0,0
"partial skeleton w shell and skull",,0,0
"partial skeleton w vertebral column, proximal limbs, skull + jaws",,0,0
"partial skeleton(s) of one or several in matrix",,0,0
"partial skeleton, baculum",,0,0
"partial skeleton, baculum, baculum, skull",,0,0
"partial skeleton, baculum, skull",,0,0
"partial skeleton, baculum, skull, skin",,0,0
"PARTIAL SKELETON, FEATHERS","partial skeleton, feathers",0,1
"partial skeleton, flat skin",,0,0
"partial skeleton, including fused portions of l+r dentaries (contain l+r i1-3, c1",,0,0
"partial skeleton, including l+r dentaries",,0,0
"partial skeleton, juvenile",,0,0
"partial skeleton, juvenile, in concretion",,0,0
"partial skeleton, other",,0,0
"partial skeleton, part and counterpart",,0,0
"partial skeleton, partial jaw in matrix",,0,0
"Partial skeleton, portions of carapace","partial skeleton, partial carapace",0,1
"partial skeleton, round skin",,0,0
"partial skeleton, round skin, tissue",,0,0
"partial skeleton, round skin, tissue, wing",,0,0
"partial skeleton, round skin, wing",,0,0
"partial skeleton, skin",,0,0
"partial skeleton, skin, tissue",,0,0
"partial skeleton, skin, tissue, wing",,0,0
"partial skeleton, skull",,0,0
"Partial skeleton, skull and a few hairs",,0,0
"partial skeleton, skull missing (mostly digested)",,0,0
"partial skeleton, skull, baculum",,0,0
"partial skeleton, skull, complete skeleton",,0,0
"partial skeleton, skull, other",,0,0
"partial skeleton, skull, skin",,0,0
"partial skeleton, tail, tissue, wing",,0,0
"partial skeleton, tail, wing",,0,0
"PARTIAL SKELETON, tissue","partial skeleton, tissue",0,1
"Partial Skeleton, Tissue (2) and Feet, skin",,0,0
"partial skeleton, tissue, round skin",,0,0
"partial skeleton, tissue, round skin, wing",,0,0
"partial skeleton, tissue, wing",,0,0
"partial skeleton, wing",,0,0
"Partial Skeleton, Wing, DNA","partial skeleton, wing, DNA",0,1
"partial skeleton, wing, round skin",,0,0
"partial skeleton, wing, round skin, tissue, tissue",,0,0
"Partial Skeleton, Wing, Tissue","partial skeleton, wing, tissue",0,1
"partial skeleton, wing, tissue, round skin",,0,0
"Partial skeleton.",,0,0
"partial skeleton; head; foot; frozen: heart, muscle",,0,0
"partial skeleton; jaws, skull frag, limb frags",,0,0
"partial skeleton; wing",,0,0
"partial skeleton; wing ; frozen: heart",,0,0
"partial skeleton; wing ; frozen: heart; muscle",,0,0
"partial skeleton; wing; frozen: heart; liver; muscle",,0,0
"partial skeleton; wing; frozen: heart; muscle",,0,0
"partial skeleton; wing; frozen: muscle",,0,0
"partial skeleton; wing; skin",,0,0
"partial skin","partial skin",1,1
"Partial Skin, Bone Sample, Tissue Sample",,0,0
"partial skin/skel","skeleton, partial skin",0,1
"PARTIAL SKULL","partial skull",0,1
"partial skull - right maxilla and premaxilla",,0,0
"PARTIAL SKULL & MANDIBLE","partial skull, mandible",0,1
"PARTIAL SKULL (DRY)","partial skull",0,1
"partial skull + l+r dentaries",,0,0
"partial skull and anterior jaw frag",,0,0
"partial skull and dentary",,0,0
"partial skull and forelimb",,0,0
"partial skull and jaws",,0,0
"partial skull and lower jaw",,0,0
"partial skull and skeleton",,0,0
"Partial skull and skeleton and phalanx I.",,0,0
"partial skull and vertebrae",,0,0
"partial skull and vertebrae in matrix",,0,0
"partial skull in block w exposed left M2-M3",,0,0
"partial skull in concretion",,0,0
"PARTIAL SKULL ONLY","partial skull",0,1
"PARTIAL SKULL ONLY (DRY)","partial skull",0,1
"partial skull roof",,0,0
"PARTIAL SKULL VERTEBRAE (DRY)","partial skull, vertebrae",0,1
"partial skull w basicranium, palate w r+l C/, P4/-M3/",,0,0
"PARTIAL SKULL W I,P4-M1",,0,0
"PARTIAL SKULL W RP2-M3/",,0,0
"Partial skull, fragment dentary.",,0,0
"partial skull, juv",,0,0
"partial skull, lacking snout",,0,0
"partial skull, parietals and supraorbital region",,0,0
"partial skull, part + counterpart",,0,0
"partial skull, part and counterpart",,0,0
"partial skull, r+l dentaries",,0,0
"partial skull, ribs in matrix",,0,0
"Partial skull, tissue",,0,0
"partial skull, vertebrae , limb fragments",,0,0
"partial skull, vertebrae, limb bones",,0,0
"partial skull, vertebral column",,0,0
"PARTIAL SKULL,HUMERI",,0,0
"PARTIAL SKULL,LIMBS",,0,0
"Partial skull.",,0,0
"partial skull; baculum",,0,0
"partial skull+associated bone",,0,0
"partial skull+lower mandibles",,0,0
"partial skull+pectoral girdle element",,0,0
"partial skull+right and left dentaries w canines",,0,0
"partial skull+tusk",,0,0
"partial skull+vertebrae",,0,0
"partial skulls, teeth, ribs",,0,0
"PARTIAL SKULLS,SKELETON",,0,0
"partial snout",,0,0
"partial snout and postcranial frags",,0,0
"partial spines",,0,0
"partial splanchnocranium",,0,0
"partial splanchnocranium w l P1, l+r P2-4, M1-3",,0,0
"partial splanchnocranium w l+r P3-4, M1-3",,0,0
"partial splanchnocranium w r P3-4, M1-3",,0,0
"partial splanchnocranium w two l+r incisors, l C1, l+r P1-4, M1-3",,0,0
"partial splanchnocranium+associated fragments",,0,0
"partial synsacral vertebra",,0,0
"partial synsacrum",,0,0
"partial tail region",,0,0
"partial tarsal",,0,0
"partial tarsometatarsus",,0,0
"Partial tarsometatarsus, 2 pieces.",,0,0
"partial teeth",,0,0
"partial tibia",,0,0
"partial tibia (in two pieces",,0,0
"Partial tibia.",,0,0
"Partial tibiofibula.",,0,0
"partial TMT, humerus frag, femur frag",,0,0
"partial tooth",,0,0
"partial tooth plate",,0,0
"Partial tooth.",,0,0
"partial tympanic",,0,0
"partial ulna",,0,0
"partial ulna+distal phalanx",,0,0
"partial ungual phalanx",,0,0
"partial upper canine",,0,0
"partial upper cheek teeth",,0,0
"partial upper cheek tooth",,0,0
"Partial upper cheek tooth.",,0,0
"partial upper cheek tooth+distal femur",,0,0
"partial upper dentition",,0,0
"partial upper incisor",,0,0
"partial upper l cheek tooth",,0,0
"partial upper M",,0,0
"partial upper molar",,0,0
"partial upper molar+frags",,0,0
"partial upper molar+humerus+tibia frags",,0,0
"partial upper molar+metapodial",,0,0
"partial upper premolar",,0,0
"Partial upper R cheek tooth, unworn.",,0,0
"Partial vertebra",,0,0
"partial vertebra (centrum+neural arch fragments",,0,0
"partial vertebrae",,0,0
"partial vertebrae andlimb bone",,0,0
"PARTIAL VERTEBRAE.",,0,0
"partial vertebral column",,0,0
"partial vertebral spine",,0,0
"partial verterba",,0,0
"partial wing","partial wing",0,1
"PARTIAL: SKULL AND TAIL ONLY","skull, tail",0,1
"PARTIAL: SKULL AND TAIL ONLY, tissue","skull, tail, tissue",0,1
"Partially dissected (mounted, in spirit)",,0,0
"Partical skull",,0,0
"partila skull",,0,0
"Partly dissected (mounted, in spirit)",,0,0
"Parts (mounted, in spirit)",,0,0
"parts in burrow",,0,0
"Parts L p/2 p/3 p/4 m/1 m/2 m/3.",,0,0
"parts of 3 skulls",,0,0
"PARTS OF TWO THORACIC VERTEBRAE, SUBAD.",,0,0
"Parts of vertebral column + ribs  (part mounted)",,0,0
"PATELLA",,0,0
"Patella (left)",,0,0
"Patella (right)",,0,0
"PATELLA ?",,0,0
"Patella + tibia + fibula + tarsus + metatarsus (left)",,0,0
"Patella + tibia + fibula + tarsus + metatarsus (right)",,0,0
"patella and bone frags",,0,0
"PATELLA FRAG",,0,0
"PATELLA FRAG ?",,0,0
"PATELLA,ASTRAGALUS",,0,0
"PATELLA,C",,0,0
"PATELLA,CALCANEUM,2 PHALANX 3",,0,0
"PATELLA,CARPAL ?",,0,0
"PATELLA,METACARPAL",,0,0
"PATELLA,METACARPAL 4",,0,0
"PATELLA,P",,0,0
"PATELLA,PHALANGES,VERTEBRAE FRAGS",,0,0
"PATELLA,PHALANX",,0,0
"PATELLA,SESAMOID",,0,0
"Patella.",,0,0
"Patella? (right, incomplete)",,0,0
"patella+femur frag",,0,0
"PATELLA+VERTEBRA",,0,0
"Patellae",,0,0
"Patellae (left)",,0,0
"Patellae (right)",,0,0
"PATELLAE,ASTRAGALUS FRAG,PROX PHALANX FRAGS,PISIFORM,BONES",,0,0
"PATELLAS",,0,0
"pathologic ant plastron, nuchal, peripheral 1",,0,0
"pathologic rib",,0,0
"pathologic upper I3",,0,0
"pathological costal frag",,0,0
"pathological femur and associated bone frags",,0,0
"pathological fused caudal vertebra",,0,0
"PATHOLOGICAL ULNA FRAGS",,0,0
"PATHOLOGICAL VERTEBRAE",,0,0
"paw only","paw",0,1
"pb","pb",0,1
"PECTORAL APENDAGE PLATE FRAG",,0,0
"pectoral element",,0,0
"PECTORAL FIN FRAG",,0,0
"PECTORAL FIN SPINE",,0,0
"Pectoral fin spine (sectioned)",,0,0
"Pectoral fin, left (in spirit)",,0,0
"Pectoral fin, left (mounted, in spirit)",,0,0
"Pectoral fin, left, showing skeleton (in spirit)",,0,0
"Pectoral fin, left, showing skeleton (mounted, in spirit)",,0,0
"Pectoral fin, skeleton (in spirit)",,0,0
"PECTORAL GIRDEL,MANUS,RADIUS,ULNA,VERTEBRAE,RIBS",,0,0
"PECTORAL GIRDLE",,0,0
"Pectoral girdle & fins (in spirit)",,0,0
"PECTORAL GIRDLE (DRY)","pectoral girdle",0,1
"Pectoral girdle (in spirit)",,0,0
"Pectoral girdle (incomplete)",,0,0
"Pectoral girdle (left half)",,0,0
"Pectoral girdle (left half) + fore limb (left)",,0,0
"Pectoral girdle (left half) + fore-limb (left)",,0,0
"PECTORAL GIRDLE (MICROSLIDE)","pectoral girdle (microslide)",0,1
"PECTORAL GIRDLE (MICROSLIDES)","pectoral girdle (microslides)",0,1
"Pectoral girdle (mounted, in spirit)",,0,0
"Pectoral girdle (right half) + fore-limb (mounted, in spirit)",,0,0
"Pectoral girdle + fin, left half (mounted, in spirit)",,0,0
"Pectoral girdle + fin, left half, showing skeleton (mounted, in spirit)",,0,0
"Pectoral girdle + fin, showing skeleton (mounted, in spirit)",,0,0
"Pectoral girdle + fins showing, skeletons (mounted, in spirit)",,0,0
"Pectoral girdle + fins, showing skeleton (mounted, in phenoxetol)",,0,0
"Pectoral girdle + fins, showing skeleton (mounted, in spirit)",,0,0
"Pectoral girdle + fore limb, left half (mounted, in spirit)",,0,0
"Pectoral girdle + fore limb, left side (mounted, in spirit)",,0,0
"Pectoral girdle + right fin (mounted, in spirit)",,0,0
"Pectoral girdle + sternum (in spirit)",,0,0
"Pectoral girdle + sternum + sternal ribs (mounted, in spirit)",,0,0
"Pectoral girdle + sternum + ventral parts of the ribs (mounted, in formalin)",,0,0
"Pectoral girdle + vertebral column, part (in spirit)",,0,0
"Pectoral girdle and fin (origin)",,0,0
"PECTORAL GIRDLE BONE ?",,0,0
"Pectoral girdle element.",,0,0
"Pectoral girdle, left half (in spirit)",,0,0
"Pectoral girdle, left half (mounted, in spirit)",,0,0
"Pectoral girdle, left half, + humerus, upper part (mounted, in spirit)",,0,0
"PECTORAL GIRDLE, THORACIC ARMOUR",,0,0
"PECTORAL GIRDLE,FORELIMBS",,0,0
"Pectoral limbs (in spirit)",,0,0
"Pectoral limbs, right & left (in spirit)",,0,0
"Pectoral region",,0,0
"PECTORAL REGION (MICROSLIDES)","pectoral region (microslides)",0,1
"pectoral spine",,0,0
"PECTORAL SPINE (?) OR PREMAXILLA (?).",,0,0
"PECTORAL SPINE (?).",,0,0
"PECTORAL SPINE FRAG",,0,0
"Pectoral spine fragment.",,0,0
"PECTORAL SPINE FRAGS",,0,0
"pectoral spine, cleithra",,0,0
"PECTORAL SPINE,BONES",,0,0
"PECTORAL SPINE,GIRDLE FRAGS",,0,0
"PECTORAL SPINE.",,0,0
"PECTORAL SPINES",,0,0
"PECTORAL+PELVIC GIRDLE,HUMERUS,CERVICAL VERTEBRAE (2)",,0,0
"pedal element",,0,0
"pedal element fragments",,0,0
"pedal elements",,0,0
"pedal elements, assoc",,0,0
"pedal fragments",,0,0
"pedal phalanx",,0,0
"pedal+tooth frags",,0,0
"Peel of part of Holotype",,0,0
"Peels",,0,0
"pelt","pelt",1,1
"pelt (tanned)",,0,0
"pelt/skel","pelt, skeleton",0,1
"pelt/skeleton","pelt, skeleton",0,1
"pelt/skull","pelt, skull",0,1
"PELVES",,0,0
"Pelvic",,0,0
"PELVIC BONE",,0,0
"pelvic bones",,0,0
"Pelvic fin, left (in spirit)",,0,0
"Pelvic fins (mounted, in spirit)",,0,0
"Pelvic fins showing the fringes (in spirit)",,0,0
"Pelvic fins, right one dissected to skeleton",,0,0
"pelvic frag",,0,0
"pelvic frag w acetabulum",,0,0
"pelvic fragments",,0,0
"PELVIC FRAGS",,0,0
"Pelvic girdle",,0,0
"Pelvic girdle &  fins showing skeleton (mounted, in spirit)",,0,0
"Pelvic girdle & fin, left (in spirit)",,0,0
"Pelvic girdle & fin, left half (in spirit)",,0,0
"Pelvic girdle (left half)",,0,0
"Pelvic girdle (nearly complete)",,0,0
"Pelvic girdle (right half)",,0,0
"Pelvic girdle + femur",,0,0
"Pelvic girdle + fin, left half (in spirit)",,0,0
"Pelvic girdle + fin, left half (mounted, in spirit)",,0,0
"Pelvic girdle + fin, left half, showing skeleton (mounted, in spirit)",,0,0
"Pelvic girdle + fins (mounted, in spirit)",,0,0
"Pelvic girdle + fins + claspers (in spirit)",,0,0
"Pelvic girdle + fins, showing skeleton (mounted, in spirit)",,0,0
"Pelvic girdle + sacrum",,0,0
"Pelvic girdle + sacrum + tail",,0,0
"PELVIC GIRDLE,POST LIMB",,0,0
"Pelvic girdle.",,0,0
"Pelvic region",,0,0
"PELVIS",,0,0
"PELVIS & VERTEBRA ONLY","pelvis, vertebra",0,1
"Pelvis (?left pelvic bone) + femur",,0,0
"Pelvis ([left], part]",,0,0
"Pelvis (fragment)",,0,0
"Pelvis (fragments) + femur + tibio-tarsus + tarso-metatarsus",,0,0
"Pelvis (ilium, ischium)",,0,0
"Pelvis (incomplete)",,0,0
"PELVIS (L+R INOMINATES w/ SACRAL VERTEBRAE)",,0,0
"Pelvis (left half)",,0,0
"Pelvis (left side, complete)",,0,0
"Pelvis (left, fragment)",,0,0
"Pelvis (right + left pelvic bones)",,0,0
"Pelvis (sectioned)",,0,0
"Pelvis (unprepared)",,0,0
"Pelvis (wax impregnated)",,0,0
"Pelvis ?",,0,0
"Pelvis + femur + phalanges + ribs (disarticulated)",,0,0
"Pelvis + hind leg (right) + humerus (fragment) + vertebrae + ribs",,0,0
"Pelvis + hind limbs",,0,0
"Pelvis + metacarpal",,0,0
"Pelvis + series of vertebrae",,0,0
"Pelvis + tail vertebrae",,0,0
"Pelvis + vertebrae (caudal) + sternum + shoulder girdle + misc. bones",,0,0
