verbatimPreparations	standardPreparations	standard	checked
skin, Tissue number 20460		0	0
skin, Tissue number 20461		0	0
skin, Tissue number 20463		0	0
skin, Tissue number 20464		0	0
skin, Tissue number 20465		0	0
skin, Tissue number 20466		0	0
skin, Tissue number 20467		0	0
skin, Tissue number 20474		0	0
skin, Tissue number 20475		0	0
skin, Tissue number 20476		0	0
skin, Tissue number 20477		0	0
skin, Tissue number 20478		0	0
skin, Tissue number 20479		0	0
skin, Tissue number 20480		0	0
skin, Tissue number 20481		0	0
skin, Tissue number 20482		0	0
skin, Tissue number 20483		0	0
skin, Tissue number 20484		0	0
skin, Tissue number 20485		0	0
skin, Tissue number 20486		0	0
skin, Tissue number 20487		0	0
skin, Tissue number 20488		0	0
skin, Tissue number 20489		0	0
skin, Tissue number 20492		0	0
skin, Tissue number 20493		0	0
skin, Tissue number 20494		0	0
skin, Tissue number 20495		0	0
skin, Tissue number 20496		0	0
skin, Tissue number 20497		0	0
skin, Tissue number 20498		0	0
skin, Tissue number 205		0	0
skin, Tissue number 2050		0	0
skin, Tissue number 20502		0	0
skin, Tissue number 20503		0	0
skin, Tissue number 20504		0	0
skin, Tissue number 20505		0	0
skin, Tissue number 20506		0	0
skin, Tissue number 20507		0	0
skin, Tissue number 20508		0	0
skin, Tissue number 20509		0	0
skin, Tissue number 20510		0	0
skin, Tissue number 20511		0	0
skin, Tissue number 20512		0	0
skin, Tissue number 20513		0	0
skin, Tissue number 20514		0	0
skin, Tissue number 20515		0	0
skin, Tissue number 20517		0	0
skin, Tissue number 20518		0	0
skin, Tissue number 20519		0	0
skin, Tissue number 20520		0	0
skin, Tissue number 20521		0	0
skin, Tissue number 20522		0	0
skin, Tissue number 20523		0	0
skin, Tissue number 20524		0	0
skin, Tissue number 20525		0	0
skin, Tissue number 20526		0	0
skin, Tissue number 20527		0	0
skin, Tissue number 20528		0	0
skin, Tissue number 20529		0	0
skin, Tissue number 2053		0	0
skin, Tissue number 20530		0	0
skin, Tissue number 20531		0	0
skin, Tissue number 20532		0	0
skin, Tissue number 20533		0	0
skin, Tissue number 20534		0	0
skin, Tissue number 20535		0	0
skin, Tissue number 20536		0	0
skin, Tissue number 20538		0	0
skin, Tissue number 20539		0	0
skin, Tissue number 20540		0	0
skin, Tissue number 20541		0	0
skin, Tissue number 20542		0	0
skin, Tissue number 20543		0	0
skin, Tissue number 20544		0	0
skin, Tissue number 20545		0	0
skin, Tissue number 20546		0	0
skin, Tissue number 20549		0	0
skin, Tissue number 20550		0	0
skin, Tissue number 20551		0	0
skin, Tissue number 20552		0	0
skin, Tissue number 20553		0	0
skin, Tissue number 20554		0	0
skin, Tissue number 20556		0	0
skin, Tissue number 20557		0	0
skin, Tissue number 20558		0	0
skin, Tissue number 20559		0	0
skin, Tissue number 20560		0	0
skin, Tissue number 20561		0	0
skin, Tissue number 20562		0	0
skin, Tissue number 20563		0	0
skin, Tissue number 20564		0	0
skin, Tissue number 20565		0	0
skin, Tissue number 20566		0	0
skin, Tissue number 20567		0	0
skin, Tissue number 20568		0	0
skin, Tissue number 20569		0	0
skin, Tissue number 20570		0	0
skin, Tissue number 20571		0	0
skin, Tissue number 20572		0	0
skin, Tissue number 20573		0	0
skin, Tissue number 20574		0	0
skin, Tissue number 20575		0	0
skin, Tissue number 20576		0	0
skin, Tissue number 20577		0	0
skin, Tissue number 20579		0	0
skin, Tissue number 20580		0	0
skin, Tissue number 20581		0	0
skin, Tissue number 20583		0	0
skin, Tissue number 20584		0	0
skin, Tissue number 20585		0	0
skin, Tissue number 20587		0	0
skin, Tissue number 20589		0	0
skin, Tissue number 2059		0	0
skin, Tissue number 20590		0	0
skin, Tissue number 20592		0	0
skin, Tissue number 20593		0	0
skin, Tissue number 20594		0	0
skin, Tissue number 20595		0	0
skin, Tissue number 20597		0	0
skin, Tissue number 20598		0	0
skin, Tissue number 20599		0	0
skin, Tissue number 206		0	0
skin, Tissue number 20600		0	0
skin, Tissue number 20601		0	0
skin, Tissue number 20602		0	0
skin, Tissue number 20603		0	0
skin, Tissue number 20605		0	0
skin, Tissue number 20606		0	0
skin, Tissue number 20607		0	0
skin, Tissue number 20608		0	0
skin, Tissue number 20609		0	0
skin, Tissue number 2061		0	0
skin, Tissue number 20610		0	0
skin, Tissue number 20611		0	0
skin, Tissue number 20613		0	0
skin, Tissue number 20614		0	0
skin, Tissue number 20615		0	0
skin, Tissue number 20616		0	0
skin, Tissue number 20617		0	0
skin, Tissue number 20618		0	0
skin, Tissue number 20619		0	0
skin, Tissue number 2062		0	0
skin, Tissue number 20620		0	0
skin, Tissue number 20621		0	0
skin, Tissue number 20622		0	0
skin, Tissue number 20623		0	0
skin, Tissue number 20624		0	0
skin, Tissue number 20625		0	0
skin, Tissue number 20626		0	0
skin, Tissue number 20627		0	0
skin, Tissue number 20628		0	0
skin, Tissue number 20629		0	0
skin, Tissue number 20631		0	0
skin, Tissue number 20632		0	0
skin, Tissue number 20633		0	0
skin, Tissue number 20634		0	0
skin, Tissue number 20635		0	0
skin, Tissue number 20636		0	0
skin, Tissue number 20637		0	0
skin, Tissue number 20638		0	0
skin, Tissue number 20639		0	0
skin, Tissue number 20641		0	0
skin, Tissue number 20642		0	0
skin, Tissue number 20643		0	0
skin, Tissue number 20644		0	0
skin, Tissue number 20645		0	0
skin, Tissue number 20646		0	0
skin, Tissue number 20647		0	0
skin, Tissue number 20648		0	0
skin, Tissue number 20649		0	0
skin, Tissue number 2065		0	0
skin, Tissue number 20650		0	0
skin, Tissue number 20651		0	0
skin, Tissue number 20652		0	0
skin, Tissue number 20653		0	0
skin, Tissue number 20654		0	0
skin, Tissue number 20655		0	0
skin, Tissue number 20656		0	0
skin, Tissue number 20657		0	0
skin, Tissue number 20658		0	0
skin, Tissue number 20659		0	0
skin, Tissue number 2066		0	0
skin, Tissue number 20660		0	0
skin, Tissue number 20661		0	0
skin, Tissue number 20662		0	0
skin, Tissue number 20663		0	0
skin, Tissue number 20664		0	0
skin, Tissue number 20665		0	0
skin, Tissue number 20667		0	0
skin, Tissue number 20668		0	0
skin, Tissue number 20669		0	0
skin, Tissue number 20670		0	0
skin, Tissue number 20671		0	0
skin, Tissue number 20672		0	0
skin, Tissue number 20673		0	0
skin, Tissue number 20674		0	0
skin, Tissue number 20675		0	0
skin, Tissue number 20676		0	0
skin, Tissue number 20677		0	0
skin, Tissue number 20678		0	0
skin, Tissue number 20679		0	0
skin, Tissue number 20680		0	0
skin, Tissue number 20681		0	0
skin, Tissue number 20682		0	0
skin, Tissue number 20683		0	0
skin, Tissue number 20684		0	0
skin, Tissue number 20685		0	0
skin, Tissue number 20686		0	0
skin, Tissue number 20687		0	0
skin, Tissue number 20689		0	0
skin, Tissue number 2069		0	0
skin, Tissue number 20690		0	0
skin, Tissue number 20691		0	0
skin, Tissue number 20692		0	0
skin, Tissue number 20693		0	0
skin, Tissue number 20694		0	0
skin, Tissue number 20695		0	0
skin, Tissue number 20696		0	0
skin, Tissue number 20697		0	0
skin, Tissue number 20698		0	0
skin, Tissue number 20699		0	0
skin, Tissue number 207		0	0
skin, Tissue number 2070		0	0
skin, Tissue number 20700		0	0
skin, Tissue number 20703		0	0
skin, Tissue number 20704		0	0
skin, Tissue number 20705		0	0
skin, Tissue number 20706		0	0
skin, Tissue number 20707		0	0
skin, Tissue number 20708		0	0
skin, Tissue number 20710		0	0
skin, Tissue number 20711		0	0
skin, Tissue number 20712		0	0
skin, Tissue number 20713		0	0
skin, Tissue number 20714		0	0
skin, Tissue number 20716		0	0
skin, Tissue number 20717		0	0
skin, Tissue number 20718		0	0
skin, Tissue number 20719		0	0
skin, Tissue number 20722		0	0
skin, Tissue number 20723		0	0
skin, Tissue number 20724		0	0
skin, Tissue number 20725		0	0
skin, Tissue number 20726		0	0
skin, Tissue number 20727		0	0
skin, Tissue number 20728		0	0
skin, Tissue number 20730		0	0
skin, Tissue number 20732		0	0
skin, Tissue number 20738		0	0
skin, Tissue number 20739		0	0
skin, Tissue number 20740		0	0
skin, Tissue number 20741		0	0
skin, Tissue number 20742		0	0
skin, Tissue number 20743		0	0
skin, Tissue number 20744		0	0
skin, Tissue number 20745		0	0
skin, Tissue number 20746		0	0
skin, Tissue number 20747		0	0
skin, Tissue number 20748		0	0
skin, Tissue number 20749		0	0
skin, Tissue number 20750		0	0
skin, Tissue number 20751		0	0
skin, Tissue number 20752		0	0
skin, Tissue number 20753		0	0
skin, Tissue number 20755		0	0
skin, Tissue number 20756		0	0
skin, Tissue number 20757		0	0
skin, Tissue number 20759		0	0
skin, Tissue number 2076		0	0
skin, Tissue number 20760		0	0
skin, Tissue number 20761		0	0
skin, Tissue number 20762		0	0
skin, Tissue number 20763		0	0
skin, Tissue number 20764		0	0
skin, Tissue number 20765		0	0
skin, Tissue number 20766		0	0
skin, Tissue number 20767		0	0
skin, Tissue number 20768		0	0
skin, Tissue number 20769		0	0
skin, Tissue number 20770		0	0
skin, Tissue number 20772		0	0
skin, Tissue number 20773		0	0
skin, Tissue number 20774		0	0
skin, Tissue number 20775		0	0
skin, Tissue number 20776		0	0
skin, Tissue number 20777		0	0
skin, Tissue number 20778		0	0
skin, Tissue number 20779		0	0
skin, Tissue number 20780		0	0
skin, Tissue number 20781		0	0
skin, Tissue number 20782		0	0
skin, Tissue number 20783		0	0
skin, Tissue number 20785		0	0
skin, Tissue number 20786		0	0
skin, Tissue number 20787		0	0
skin, Tissue number 20802		0	0
skin, Tissue number 20803		0	0
skin, Tissue number 20804		0	0
skin, Tissue number 20805		0	0
skin, Tissue number 20806		0	0
skin, Tissue number 20807		0	0
skin, Tissue number 20808		0	0
skin, Tissue number 20809		0	0
skin, Tissue number 20810		0	0
skin, Tissue number 20811		0	0
skin, Tissue number 20812		0	0
skin, Tissue number 20813		0	0
skin, Tissue number 20814		0	0
skin, Tissue number 20818		0	0
skin, Tissue number 20819		0	0
skin, Tissue number 20820		0	0
skin, Tissue number 20821		0	0
skin, Tissue number 20822		0	0
skin, Tissue number 20823		0	0
skin, Tissue number 20824		0	0
skin, Tissue number 20825		0	0
skin, Tissue number 20826		0	0
skin, Tissue number 20827		0	0
skin, Tissue number 20828		0	0
skin, Tissue number 20829		0	0
skin, Tissue number 20833		0	0
skin, Tissue number 20834		0	0
skin, Tissue number 20835		0	0
skin, Tissue number 20836		0	0
skin, Tissue number 20837		0	0
skin, Tissue number 20838		0	0
skin, Tissue number 2084		0	0
skin, Tissue number 20840		0	0
skin, Tissue number 20841		0	0
skin, Tissue number 20842		0	0
skin, Tissue number 20843		0	0
skin, Tissue number 20846		0	0
skin, Tissue number 20847		0	0
skin, Tissue number 20848		0	0
skin, Tissue number 20849		0	0
skin, Tissue number 2085		0	0
skin, Tissue number 20850		0	0
skin, Tissue number 20852		0	0
skin, Tissue number 20853		0	0
skin, Tissue number 20854		0	0
skin, Tissue number 20855		0	0
skin, Tissue number 20858.		0	0
skin, Tissue number 20859		0	0
skin, Tissue number 20860		0	0
skin, Tissue number 20861		0	0
skin, Tissue number 20862		0	0
skin, Tissue number 20863		0	0
skin, Tissue number 20864		0	0
skin, Tissue number 20865		0	0
skin, Tissue number 20866		0	0
skin, Tissue number 20867		0	0
skin, Tissue number 20868		0	0
skin, Tissue number 20869		0	0
skin, Tissue number 20871		0	0
skin, Tissue number 20872		0	0
skin, Tissue number 20873		0	0
skin, Tissue number 20874		0	0
skin, Tissue number 20875		0	0
skin, Tissue number 20878		0	0
skin, Tissue number 20879		0	0
skin, Tissue number 2088		0	0
skin, Tissue number 20882		0	0
skin, Tissue number 20883		0	0
skin, Tissue number 20884		0	0
skin, Tissue number 20885		0	0
skin, Tissue number 20888		0	0
skin, Tissue number 20889		0	0
skin, Tissue number 20890		0	0
skin, Tissue number 20891		0	0
skin, Tissue number 20892		0	0
skin, Tissue number 20893		0	0
skin, Tissue number 20894		0	0
skin, Tissue number 20896		0	0
skin, Tissue number 20897		0	0
skin, Tissue number 20898		0	0
skin, Tissue number 209		0	0
skin, Tissue number 2090		0	0
skin, Tissue number 20900		0	0
skin, Tissue number 20901		0	0
skin, Tissue number 20902		0	0
skin, Tissue number 20903		0	0
skin, Tissue number 20905		0	0
skin, Tissue number 20906		0	0
skin, Tissue number 20907		0	0
skin, Tissue number 20908		0	0
skin, Tissue number 20909		0	0
skin, Tissue number 20910		0	0
skin, Tissue number 20911		0	0
skin, Tissue number 20912		0	0
skin, Tissue number 20915		0	0
skin, Tissue number 20917		0	0
skin, Tissue number 20918		0	0
skin, Tissue number 20919		0	0
skin, Tissue number 20920		0	0
skin, Tissue number 20921		0	0
skin, Tissue number 20922		0	0
skin, Tissue number 20923		0	0
skin, Tissue number 20925		0	0
skin, Tissue number 20926		0	0
skin, Tissue number 20927		0	0
skin, Tissue number 20928		0	0
skin, Tissue number 20929		0	0
skin, Tissue number 20930		0	0
skin, Tissue number 20931		0	0
skin, Tissue number 20932		0	0
skin, Tissue number 20934		0	0
skin, Tissue number 20935		0	0
skin, Tissue number 20936		0	0
skin, Tissue number 20937		0	0
skin, Tissue number 20939		0	0
skin, Tissue number 20940		0	0
skin, Tissue number 20941		0	0
skin, Tissue number 20942		0	0
skin, Tissue number 20943		0	0
skin, Tissue number 20945		0	0
skin, Tissue number 20946		0	0
skin, Tissue number 20947		0	0
skin, Tissue number 20948		0	0
skin, Tissue number 20949		0	0
skin, Tissue number 20950		0	0
skin, Tissue number 20953		0	0
skin, Tissue number 20954		0	0
skin, Tissue number 20955		0	0
skin, Tissue number 20956		0	0
skin, Tissue number 20957		0	0
skin, Tissue number 20958		0	0
skin, Tissue number 20959		0	0
skin, Tissue number 20960		0	0
skin, Tissue number 20961		0	0
skin, Tissue number 20962		0	0
skin, Tissue number 20963		0	0
skin, Tissue number 20964		0	0
skin, Tissue number 20965		0	0
skin, Tissue number 20966		0	0
skin, Tissue number 20968		0	0
skin, Tissue number 20970		0	0
skin, Tissue number 20971		0	0
skin, Tissue number 20972		0	0
skin, Tissue number 20973		0	0
skin, Tissue number 20974		0	0
skin, Tissue number 20976		0	0
skin, Tissue number 20977		0	0
skin, Tissue number 20980		0	0
skin, Tissue number 20982		0	0
skin, Tissue number 20983		0	0
skin, Tissue number 20984		0	0
skin, Tissue number 20985		0	0
skin, Tissue number 20986		0	0
skin, Tissue number 20987		0	0
skin, Tissue number 20988		0	0
skin, Tissue number 20989		0	0
skin, Tissue number 20990		0	0
skin, Tissue number 20991		0	0
skin, Tissue number 20993		0	0
skin, Tissue number 20994		0	0
skin, Tissue number 20995		0	0
skin, Tissue number 20997		0	0
skin, Tissue number 20998		0	0
skin, Tissue number 20999		0	0
skin, Tissue number 210		0	0
skin, Tissue number 2100		0	0
skin, Tissue number 21000		0	0
skin, Tissue number 21001		0	0
skin, Tissue number 21002		0	0
skin, Tissue number 21003		0	0
skin, Tissue number 21004		0	0
skin, Tissue number 21005		0	0
skin, Tissue number 21006		0	0
skin, Tissue number 21007		0	0
skin, Tissue number 21008		0	0
skin, Tissue number 21009		0	0
skin, Tissue number 21010		0	0
skin, Tissue number 21011		0	0
skin, Tissue number 21012		0	0
skin, Tissue number 21013		0	0
skin, Tissue number 21014		0	0
skin, Tissue number 21015		0	0
skin, Tissue number 21016		0	0
skin, Tissue number 21017		0	0
skin, Tissue number 21018		0	0
skin, Tissue number 21020		0	0
skin, Tissue number 21022		0	0
skin, Tissue number 21023		0	0
skin, Tissue number 21024		0	0
skin, Tissue number 21025		0	0
skin, Tissue number 21026		0	0
skin, Tissue number 21028		0	0
skin, Tissue number 21029		0	0
skin, Tissue number 2103		0	0
skin, Tissue number 21031		0	0
skin, Tissue number 21032		0	0
skin, Tissue number 21033		0	0
skin, Tissue number 21034		0	0
skin, Tissue number 21035		0	0
skin, Tissue number 21036		0	0
skin, Tissue number 21037		0	0
skin, Tissue number 21039		0	0
skin, Tissue number 2104		0	0
skin, Tissue number 21040		0	0
skin, Tissue number 21042		0	0
skin, Tissue number 21044		0	0
skin, Tissue number 21046		0	0
skin, Tissue number 21047		0	0
skin, Tissue number 21048		0	0
skin, Tissue number 21049		0	0
skin, Tissue number 2105		0	0
skin, Tissue number 21050		0	0
skin, Tissue number 21051		0	0
skin, Tissue number 21052		0	0
skin, Tissue number 21053		0	0
skin, Tissue number 21054		0	0
skin, Tissue number 21055		0	0
skin, Tissue number 21056		0	0
skin, Tissue number 21057		0	0
skin, Tissue number 21058		0	0
skin, Tissue number 21059		0	0
skin, Tissue number 2106		0	0
skin, Tissue number 21060		0	0
skin, Tissue number 21061		0	0
skin, Tissue number 21062		0	0
skin, Tissue number 21063		0	0
skin, Tissue number 21064		0	0
skin, Tissue number 21065		0	0
skin, Tissue number 21066		0	0
skin, Tissue number 21067		0	0
skin, Tissue number 21068		0	0
skin, Tissue number 21069		0	0
skin, Tissue number 21070		0	0
skin, Tissue number 21071		0	0
skin, Tissue number 21072		0	0
skin, Tissue number 21073		0	0
skin, Tissue number 21074		0	0
skin, Tissue number 21075		0	0
skin, Tissue number 21076		0	0
skin, Tissue number 21079		0	0
skin, Tissue number 21080		0	0
skin, Tissue number 21081		0	0
skin, Tissue number 21082		0	0
skin, Tissue number 21083		0	0
skin, Tissue number 21084		0	0
skin, Tissue number 21085		0	0
skin, Tissue number 21086		0	0
skin, Tissue number 21087		0	0
skin, Tissue number 21088		0	0
skin, Tissue number 21089		0	0
skin, Tissue number 21090		0	0
skin, Tissue number 21091		0	0
skin, Tissue number 21092		0	0
skin, Tissue number 21093		0	0
skin, Tissue number 21094		0	0
skin, Tissue number 21095		0	0
skin, Tissue number 21096		0	0
skin, Tissue number 21097		0	0
skin, Tissue number 21098		0	0
skin, Tissue number 21099		0	0
skin, Tissue number 21100		0	0
skin, Tissue number 21101		0	0
skin, Tissue number 21102		0	0
skin, Tissue number 21103		0	0
skin, Tissue number 21104		0	0
skin, Tissue number 21105		0	0
skin, Tissue number 21106		0	0
skin, Tissue number 21107		0	0
skin, Tissue number 21108		0	0
skin, Tissue number 21109		0	0
skin, Tissue number 21110		0	0
skin, Tissue number 21111		0	0
skin, Tissue number 21113		0	0
skin, Tissue number 21114		0	0
skin, Tissue number 21115		0	0
skin, Tissue number 21116		0	0
skin, Tissue number 21117		0	0
skin, Tissue number 21118		0	0
skin, Tissue number 21121		0	0
skin, Tissue number 21122		0	0
skin, Tissue number 21123		0	0
skin, Tissue number 21124		0	0
skin, Tissue number 21125		0	0
skin, Tissue number 21126		0	0
skin, Tissue number 21127		0	0
skin, Tissue number 21128		0	0
skin, Tissue number 21129		0	0
skin, Tissue number 21130		0	0
skin, Tissue number 2114		0	0
skin, Tissue number 2115		0	0
skin, Tissue number 21158		0	0
skin, Tissue number 21159		0	0
skin, Tissue number 21160		0	0
skin, Tissue number 21162		0	0
skin, Tissue number 21163		0	0
skin, Tissue number 21164		0	0
skin, Tissue number 21165		0	0
skin, Tissue number 21166		0	0
skin, Tissue number 21168		0	0
skin, Tissue number 21169		0	0
skin, Tissue number 2117		0	0
skin, Tissue number 21170		0	0
skin, Tissue number 21171		0	0
skin, Tissue number 21174		0	0
skin, Tissue number 21175		0	0
skin, Tissue number 21178		0	0
skin, Tissue number 21180		0	0
skin, Tissue number 21198		0	0
skin, Tissue number 2120		0	0
skin, Tissue number 21203		0	0
skin, Tissue number 21204		0	0
skin, Tissue number 2121		0	0
skin, Tissue number 21216		0	0
skin, Tissue number 21218		0	0
skin, Tissue number 21219		0	0
skin, Tissue number 21220		0	0
skin, Tissue number 21221		0	0
skin, Tissue number 21222		0	0
skin, Tissue number 21223		0	0
skin, Tissue number 21224		0	0
skin, Tissue number 21225		0	0
skin, Tissue number 21226		0	0
skin, Tissue number 21227		0	0
skin, Tissue number 21228		0	0
skin, Tissue number 21230		0	0
skin, Tissue number 21231		0	0
skin, Tissue number 21232		0	0
skin, Tissue number 21233		0	0
skin, Tissue number 21236		0	0
skin, Tissue number 21237		0	0
skin, Tissue number 21238		0	0
skin, Tissue number 21239		0	0
skin, Tissue number 21240		0	0
skin, Tissue number 21246		0	0
skin, Tissue number 21249		0	0
skin, Tissue number 2125		0	0
skin, Tissue number 21256		0	0
skin, Tissue number 21258		0	0
skin, Tissue number 21259		0	0
skin, Tissue number 21260		0	0
skin, Tissue number 21261		0	0
skin, Tissue number 21264		0	0
skin, Tissue number 21265		0	0
skin, Tissue number 21266		0	0
skin, Tissue number 21268		0	0
skin, Tissue number 21270		0	0
skin, Tissue number 21271		0	0
skin, Tissue number 21273		0	0
skin, Tissue number 21274		0	0
skin, Tissue number 21276		0	0
skin, Tissue number 21277		0	0
skin, Tissue number 21278		0	0
skin, Tissue number 21280		0	0
skin, Tissue number 21281		0	0
skin, Tissue number 21284		0	0
skin, Tissue number 21285		0	0
skin, Tissue number 21286		0	0
skin, Tissue number 21289		0	0
skin, Tissue number 21291		0	0
skin, Tissue number 21293		0	0
skin, Tissue number 21296		0	0
skin, Tissue number 21299		0	0
skin, Tissue number 21302		0	0
skin, Tissue number 2131		0	0
skin, Tissue number 2132		0	0
skin, Tissue number 21320		0	0
skin, Tissue number 21323		0	0
skin, Tissue number 21325		0	0
skin, Tissue number 21327		0	0
skin, Tissue number 21337		0	0
skin, Tissue number 21338		0	0
skin, Tissue number 2134		0	0
skin, Tissue number 21341		0	0
skin, Tissue number 21346		0	0
skin, Tissue number 21354		0	0
skin, Tissue number 21355		0	0
skin, Tissue number 21358		0	0
skin, Tissue number 2136		0	0
skin, Tissue number 21360		0	0
skin, Tissue number 21361		0	0
skin, Tissue number 21364		0	0
skin, Tissue number 21365		0	0
skin, Tissue number 21368		0	0
skin, Tissue number 21370		0	0
skin, Tissue number 21371		0	0
skin, Tissue number 21374		0	0
skin, Tissue number 21375		0	0
skin, Tissue number 21377		0	0
skin, Tissue number 21397		0	0
skin, Tissue number 214		0	0
skin, Tissue number 2140		0	0
skin, Tissue number 21401		0	0
skin, Tissue number 21407		0	0
skin, Tissue number 21408		0	0
skin, Tissue number 21409		0	0
skin, Tissue number 21411		0	0
skin, Tissue number 21412		0	0
skin, Tissue number 21416		0	0
skin, Tissue number 21417		0	0
skin, Tissue number 21423		0	0
skin, Tissue number 21427		0	0
skin, Tissue number 21429		0	0
skin, Tissue number 21430		0	0
skin, Tissue number 21431		0	0
skin, Tissue number 21432		0	0
skin, Tissue number 21434		0	0
skin, Tissue number 21435		0	0
skin, Tissue number 21437		0	0
skin, Tissue number 21438		0	0
skin, Tissue number 21439		0	0
skin, Tissue number 2144		0	0
skin, Tissue number 21440		0	0
skin, Tissue number 21441		0	0
skin, Tissue number 21442		0	0
skin, Tissue number 21443		0	0
skin, Tissue number 21444		0	0
skin, Tissue number 21445		0	0
skin, Tissue number 21446		0	0
skin, Tissue number 21447		0	0
skin, Tissue number 21449		0	0
skin, Tissue number 21452		0	0
skin, Tissue number 21454		0	0
skin, Tissue number 21457		0	0
skin, Tissue number 21458		0	0
skin, Tissue number 21459		0	0
skin, Tissue number 21462		0	0
skin, Tissue number 21463		0	0
skin, Tissue number 21464		0	0
skin, Tissue number 21465		0	0
skin, Tissue number 21468		0	0
skin, Tissue number 21469		0	0
skin, Tissue number 21471		0	0
skin, Tissue number 21472		0	0
skin, Tissue number 21473		0	0
skin, Tissue number 21477		0	0
skin, Tissue number 21478		0	0
skin, Tissue number 21486		0	0
skin, Tissue number 21487		0	0
skin, Tissue number 21497		0	0
skin, Tissue number 2150		0	0
skin, Tissue number 21508		0	0
skin, Tissue number 21509		0	0
skin, Tissue number 21513		0	0
skin, Tissue number 21518		0	0
skin, Tissue number 21524		0	0
skin, Tissue number 21528		0	0
skin, Tissue number 21530		0	0
skin, Tissue number 21533		0	0
skin, Tissue number 21534		0	0
skin, Tissue number 21535		0	0
skin, Tissue number 21537		0	0
skin, Tissue number 21548		0	0
skin, Tissue number 2155		0	0
skin, Tissue number 21550		0	0
skin, Tissue number 21551		0	0
skin, Tissue number 21555		0	0
skin, Tissue number 21556		0	0
skin, Tissue number 21559		0	0
skin, Tissue number 21560		0	0
skin, Tissue number 21561		0	0
skin, Tissue number 21562		0	0
skin, Tissue number 21563		0	0
skin, Tissue number 21565		0	0
skin, Tissue number 21566		0	0
skin, Tissue number 21568		0	0
skin, Tissue number 2157		0	0
skin, Tissue number 21570		0	0
skin, Tissue number 21571		0	0
skin, Tissue number 21572		0	0
skin, Tissue number 21573		0	0
skin, Tissue number 21574		0	0
skin, Tissue number 21576		0	0
skin, Tissue number 21577		0	0
skin, Tissue number 21578		0	0
skin, Tissue number 21579		0	0
skin, Tissue number 21580		0	0
skin, Tissue number 21581		0	0
skin, Tissue number 21582		0	0
skin, Tissue number 21583		0	0
skin, Tissue number 21584		0	0
skin, Tissue number 21585		0	0
skin, Tissue number 21586		0	0
skin, Tissue number 21587		0	0
skin, Tissue number 21588		0	0
skin, Tissue number 21589		0	0
skin, Tissue number 21590		0	0
skin, Tissue number 21591		0	0
skin, Tissue number 21592		0	0
skin, Tissue number 21593		0	0
skin, Tissue number 21594		0	0
skin, Tissue number 21597		0	0
skin, Tissue number 21598		0	0
skin, Tissue number 216		0	0
skin, Tissue number 21617		0	0
skin, Tissue number 21618		0	0
skin, Tissue number 21621		0	0
skin, Tissue number 21625		0	0
skin, Tissue number 21628		0	0
skin, Tissue number 21629		0	0
skin, Tissue number 2163		0	0
skin, Tissue number 21630		0	0
skin, Tissue number 21632		0	0
skin, Tissue number 21634		0	0
skin, Tissue number 21644		0	0
skin, Tissue number 21645		0	0
skin, Tissue number 21646		0	0
skin, Tissue number 21648		0	0
skin, Tissue number 2165		0	0
skin, Tissue number 21650		0	0
skin, Tissue number 21651		0	0
skin, Tissue number 21652		0	0
skin, Tissue number 21653		0	0
skin, Tissue number 21654		0	0
skin, Tissue number 21655		0	0
skin, Tissue number 21657		0	0
skin, Tissue number 21658		0	0
skin, Tissue number 2166		0	0
skin, Tissue number 21662		0	0
skin, Tissue number 21663		0	0
skin, Tissue number 21665		0	0
skin, Tissue number 21667		0	0
skin, Tissue number 21670		0	0
skin, Tissue number 21671		0	0
skin, Tissue number 21672		0	0
skin, Tissue number 21673		0	0
skin, Tissue number 21677		0	0
skin, Tissue number 21680		0	0
skin, Tissue number 21683		0	0
skin, Tissue number 21687		0	0
skin, Tissue number 21688		0	0
skin, Tissue number 21694		0	0
skin, Tissue number 21699		0	0
skin, Tissue number 2170		0	0
skin, Tissue number 21706		0	0
skin, Tissue number 21709		0	0
skin, Tissue number 21711		0	0
skin, Tissue number 21712		0	0
skin, Tissue number 21713		0	0
skin, Tissue number 21714		0	0
skin, Tissue number 21715		0	0
skin, Tissue number 21717		0	0
skin, Tissue number 21718		0	0
skin, Tissue number 21719		0	0
skin, Tissue number 2172		0	0
skin, Tissue number 21721		0	0
skin, Tissue number 21722		0	0
skin, Tissue number 21723		0	0
skin, Tissue number 21724		0	0
skin, Tissue number 21725		0	0
skin, Tissue number 21729		0	0
skin, Tissue number 21730		0	0
skin, Tissue number 21731		0	0
skin, Tissue number 21732		0	0
skin, Tissue number 21733		0	0
skin, Tissue number 21734		0	0
skin, Tissue number 21735		0	0
skin, Tissue number 21736		0	0
skin, Tissue number 21737		0	0
skin, Tissue number 21738		0	0
skin, Tissue number 21739		0	0
skin, Tissue number 2174		0	0
skin, Tissue number 21740		0	0
skin, Tissue number 21741		0	0
skin, Tissue number 21742		0	0
skin, Tissue number 21743		0	0
skin, Tissue number 21744		0	0
skin, Tissue number 21745		0	0
skin, Tissue number 21746		0	0
skin, Tissue number 21747		0	0
skin, Tissue number 21748		0	0
skin, Tissue number 21749		0	0
skin, Tissue number 21750		0	0
skin, Tissue number 21751		0	0
skin, Tissue number 21752		0	0
skin, Tissue number 21753		0	0
skin, Tissue number 21754		0	0
skin, Tissue number 21755		0	0
skin, Tissue number 21768		0	0
skin, Tissue number 21769		0	0
