"u_datumstr","epsg"
"WGS6057",4326
"WGS6058",4326
"WGS6059",4326
"WGS606",4326
"WGS6060",4326
"WGS6061",4326
"WGS6062",4326
"WGS6063",4326
"WGS6064",4326
"WGS6065",4326
"WGS6066",4326
"WGS6067",4326
"WGS6068",4326
"WGS6069",4326
"WGS607",4326
"WGS6070",4326
"WGS6071",4326
"WGS6072",4326
"WGS6073",4326
"WGS6074",4326
"WGS6075",4326
"WGS6076",4326
"WGS6077",4326
"WGS6078",4326
"WGS6079",4326
"WGS608",4326
"WGS6080",4326
"WGS6081",4326
"WGS6082",4326
"WGS6083",4326
"WGS6084",4326
"WGS6085",4326
"WGS6086",4326
"WGS6087",4326
"WGS6088",4326
"WGS6089",4326
"WGS609",4326
"WGS6090",4326
"WGS6091",4326
"WGS6092",4326
"WGS6093",4326
"WGS6094",4326
"WGS6095",4326
"WGS6096",4326
"WGS6097",4326
"WGS6098",4326
"WGS6099",4326
"WGS610",4326
"WGS6100",4326
"WGS6101",4326
"WGS6102",4326
"WGS6103",4326
"WGS6104",4326
"WGS6105",4326
"WGS6106",4326
"WGS6107",4326
"WGS6108",4326
"WGS6109",4326
"WGS611",4326
"WGS6110",4326
"WGS6111",4326
"WGS6112",4326
"WGS6113",4326
"WGS6114",4326
"WGS6115",4326
"WGS6116",4326
"WGS6117",4326
"WGS6118",4326
"WGS6119",4326
"WGS612",4326
"WGS6120",4326
"WGS6121",4326
"WGS6122",4326
"WGS6123",4326
"WGS6124",4326
"WGS6125",4326
"WGS6126",4326
"WGS6127",4326
"WGS6128",4326
"WGS6129",4326
"WGS613",4326
"WGS6130",4326
"WGS6131",4326
"WGS6132",4326
"WGS6133",4326
"WGS6134",4326
"WGS6135",4326
"WGS6136",4326
"WGS6137",4326
"WGS6138",4326
"WGS6139",4326
"WGS614",4326
"WGS6140",4326
"WGS6141",4326
"WGS6142",4326
"WGS6143",4326
"WGS6144",4326
"WGS6145",4326
"WGS6146",4326
"WGS6147",4326
"WGS6148",4326
"WGS6149",4326
"WGS615",4326
"WGS6150",4326
"WGS6151",4326
"WGS6152",4326
"WGS6153",4326
"WGS6154",4326
"WGS6155",4326
"WGS6156",4326
"WGS6157",4326
"WGS6158",4326
"WGS6159",4326
"WGS616",4326
"WGS6160",4326
"WGS6161",4326
"WGS6162",4326
"WGS6163",4326
"WGS6164",4326
"WGS6165",4326
"WGS6166",4326
"WGS6167",4326
"WGS6168",4326
"WGS6169",4326
"WGS617",4326
"WGS6170",4326
"WGS6171",4326
"WGS6172",4326
"WGS6173",4326
"WGS6174",4326
"WGS6175",4326
"WGS6176",4326
"WGS6177",4326
"WGS6178",4326
"WGS6179",4326
"WGS618",4326
"WGS6180",4326
"WGS6181",4326
"WGS6182",4326
"WGS6183",4326
"WGS6184",4326
"WGS6185",4326
"WGS6186",4326
"WGS6187",4326
"WGS6188",4326
"WGS6189",4326
"WGS619",4326
"WGS6190",4326
"WGS6191",4326
"WGS6192",4326
"WGS6193",4326
"WGS6194",4326
"WGS6195",4326
"WGS6196",4326
"WGS6197",4326
"WGS6198",4326
"WGS6199",4326
"WGS620",4326
"WGS6200",4326
"WGS6201",4326
"WGS6202",4326
"WGS6203",4326
"WGS6204",4326
"WGS6205",4326
"WGS6206",4326
"WGS6207",4326
"WGS6208",4326
"WGS6209",4326
"WGS621",4326
"WGS6210",4326
"WGS6211",4326
"WGS6212",4326
"WGS6213",4326
"WGS6214",4326
"WGS6215",4326
"WGS6216",4326
"WGS6217",4326
"WGS6218",4326
"WGS6219",4326
"WGS622",4326
"WGS6220",4326
"WGS6221",4326
"WGS6222",4326
"WGS6223",4326
"WGS6224",4326
"WGS6225",4326
"WGS6226",4326
"WGS6227",4326
"WGS6228",4326
"WGS6229",4326
"WGS623",4326
"WGS6230",4326
"WGS6231",4326
"WGS6232",4326
"WGS6233",4326
"WGS6234",4326
"WGS6235",4326
"WGS6236",4326
"WGS6237",4326
"WGS6238",4326
"WGS6239",4326
"WGS624",4326
"WGS6240",4326
"WGS6241",4326
"WGS6242",4326
"WGS6243",4326
"WGS6244",4326
"WGS6245",4326
"WGS6246",4326
"WGS6247",4326
"WGS6248",4326
"WGS6249",4326
"WGS625",4326
"WGS6250",4326
"WGS6251",4326
"WGS6252",4326
"WGS6253",4326
"WGS6254",4326
"WGS6255",4326
"WGS6256",4326
"WGS6257",4326
"WGS6258",4326
"WGS6259",4326
"WGS626",4326
"WGS6260",4326
"WGS6261",4326
"WGS6262",4326
"WGS6263",4326
"WGS6264",4326
"WGS6265",4326
"WGS6266",4326
"WGS6267",4326
"WGS6268",4326
"WGS6269",4326
"WGS627",4326
"WGS6270",4326
"WGS6271",4326
"WGS6272",4326
"WGS6273",4326
"WGS6274",4326
"WGS6275",4326
"WGS6276",4326
"WGS6277",4326
"WGS6278",4326
"WGS6279",4326
"WGS628",4326
"WGS6280",4326
"WGS6281",4326
"WGS6282",4326
"WGS6283",4326
"WGS6284",4326
"WGS6285",4326
"WGS6286",4326
"WGS6287",4326
"WGS6288",4326
"WGS6289",4326
"WGS629",4326
"WGS6290",4326
"WGS6291",4326
"WGS6292",4326
"WGS6293",4326
"WGS6294",4326
"WGS6295",4326
"WGS6296",4326
"WGS6297",4326
"WGS6298",4326
"WGS6299",4326
"WGS630",4326
"WGS6300",4326
"WGS6301",4326
"WGS6302",4326
"WGS6303",4326
"WGS6304",4326
"WGS6305",4326
"WGS6306",4326
"WGS6307",4326
"WGS6308",4326
"WGS6309",4326
"WGS631",4326
"WGS6310",4326
"WGS6311",4326
"WGS6312",4326
"WGS6313",4326
"WGS6314",4326
"WGS6315",4326
"WGS6316",4326
"WGS6317",4326
"WGS6318",4326
"WGS6319",4326
"WGS632",4326
"WGS6320",4326
"WGS6321",4326
"WGS6322",4326
"WGS6323",4326
"WGS6324",4326
"WGS6325",4326
"WGS6326",4326
"WGS6327",4326
"WGS6328",4326
"WGS6329",4326
"WGS633",4326
"WGS6330",4326
"WGS6331",4326
"WGS6332",4326
"WGS6333",4326
"WGS6334",4326
"WGS6335",4326
"WGS6336",4326
"WGS6337",4326
"WGS6338",4326
"WGS6339",4326
"WGS634",4326
"WGS6340",4326
"WGS6341",4326
"WGS6342",4326
"WGS6343",4326
"WGS6344",4326
"WGS6345",4326
"WGS6346",4326
"WGS6347",4326
"WGS6348",4326
"WGS6349",4326
"WGS635",4326
"WGS6350",4326
"WGS6351",4326
"WGS6352",4326
"WGS6353",4326
"WGS6354",4326
"WGS6355",4326
"WGS6356",4326
"WGS6357",4326
"WGS6358",4326
"WGS6359",4326
"WGS636",4326
"WGS6360",4326
"WGS6361",4326
"WGS6362",4326
"WGS6363",4326
"WGS6364",4326
"WGS6365",4326
"WGS6366",4326
"WGS6367",4326
"WGS6368",4326
"WGS6369",4326
"WGS637",4326
"WGS6370",4326
"WGS6371",4326
"WGS6372",4326
"WGS6373",4326
"WGS6374",4326
"WGS6375",4326
"WGS6376",4326
"WGS6377",4326
"WGS6378",4326
"WGS6379",4326
"WGS638",4326
"WGS6380",4326
"WGS6381",4326
"WGS6382",4326
"WGS6383",4326
"WGS6384",4326
"WGS6385",4326
"WGS6386",4326
"WGS6387",4326
"WGS6388",4326
"WGS6389",4326
"WGS639",4326
"WGS6390",4326
"WGS6391",4326
"WGS6392",4326
"WGS6393",4326
"WGS6394",4326
"WGS6395",4326
"WGS6396",4326
"WGS6397",4326
"WGS6398",4326
"WGS6399",4326
"WGS64",4326
"WGS640",4326
"WGS6400",4326
"WGS6401",4326
"WGS6402",4326
"WGS6403",4326
"WGS6404",4326
"WGS6405",4326
"WGS6406",4326
"WGS6407",4326
"WGS6408",4326
"WGS6409",4326
"WGS641",4326
"WGS6410",4326
"WGS6411",4326
"WGS6412",4326
"WGS6413",4326
"WGS6414",4326
"WGS6415",4326
"WGS6416",4326
"WGS6417",4326
"WGS6418",4326
"WGS6419",4326
"WGS642",4326
"WGS6420",4326
"WGS6421",4326
"WGS6422",4326
"WGS6423",4326
"WGS6424",4326
"WGS6425",4326
"WGS6426",4326
"WGS6427",4326
"WGS6428",4326
"WGS6429",4326
"WGS643",4326
"WGS6430",4326
"WGS6431",4326
"WGS6432",4326
"WGS6433",4326
"WGS6434",4326
"WGS6435",4326
"WGS6436",4326
"WGS6437",4326
"WGS6438",4326
"WGS6439",4326
"WGS644",4326
"WGS6440",4326
"WGS6441",4326
"WGS6442",4326
"WGS6443",4326
"WGS6444",4326
"WGS6445",4326
"WGS6446",4326
"WGS6447",4326
"WGS6448",4326
"WGS6449",4326
"WGS645",4326
"WGS6450",4326
"WGS6451",4326
"WGS6452",4326
"WGS6453",4326
"WGS6454",4326
"WGS6455",4326
"WGS6456",4326
"WGS6457",4326
"WGS6458",4326
"WGS6459",4326
"WGS646",4326
"WGS6460",4326
"WGS6461",4326
"WGS6462",4326
"WGS6463",4326
"WGS6464",4326
"WGS6465",4326
"WGS6466",4326
"WGS6467",4326
"WGS6468",4326
"WGS6469",4326
"WGS647",4326
"WGS6470",4326
"WGS6471",4326
"WGS6472",4326
"WGS6473",4326
"WGS6474",4326
"WGS6475",4326
"WGS6476",4326
"WGS6477",4326
"WGS6478",4326
"WGS6479",4326
"WGS648",4326
"WGS6480",4326
"WGS6481",4326
"WGS6482",4326
"WGS6483",4326
"WGS6484",4326
"WGS6485",4326
"WGS6486",4326
"WGS6487",4326
"WGS6488",4326
"WGS6489",4326
"WGS649",4326
"WGS6490",4326
"WGS6491",4326
"WGS6492",4326
"WGS6493",4326
"WGS6494",4326
"WGS6495",4326
"WGS6496",4326
"WGS6497",4326
"WGS6498",4326
"WGS6499",4326
"WGS65",4326
"WGS650",4326
"WGS6500",4326
"WGS6501",4326
"WGS6502",4326
"WGS6503",4326
"WGS6504",4326
"WGS6505",4326
"WGS6506",4326
"WGS6507",4326
"WGS6508",4326
"WGS6509",4326
"WGS651",4326
"WGS6510",4326
"WGS6511",4326
"WGS6512",4326
"WGS6513",4326
"WGS6514",4326
"WGS6515",4326
"WGS6516",4326
"WGS6517",4326
"WGS6518",4326
"WGS6519",4326
"WGS652",4326
"WGS6520",4326
"WGS6521",4326
"WGS6522",4326
"WGS6523",4326
"WGS6524",4326
"WGS6525",4326
"WGS6526",4326
"WGS6527",4326
"WGS6528",4326
"WGS6529",4326
"WGS653",4326
"WGS6530",4326
"WGS6531",4326
"WGS6532",4326
"WGS6533",4326
"WGS6534",4326
"WGS6535",4326
"WGS6536",4326
"WGS6537",4326
"WGS6538",4326
"WGS6539",4326
"WGS654",4326
"WGS6540",4326
"WGS6541",4326
"WGS6542",4326
"WGS6543",4326
"WGS6544",4326
"WGS6545",4326
"WGS6546",4326
"WGS6547",4326
"WGS6548",4326
"WGS6549",4326
"WGS655",4326
"WGS6550",4326
"WGS6551",4326
"WGS6552",4326
"WGS6553",4326
"WGS6554",4326
"WGS6555",4326
"WGS6556",4326
"WGS6557",4326
"WGS6558",4326
"WGS6559",4326
"WGS656",4326
"WGS6560",4326
"WGS6561",4326
"WGS6562",4326
"WGS6563",4326
"WGS6564",4326
"WGS6565",4326
"WGS6566",4326
"WGS6567",4326
"WGS6568",4326
"WGS6569",4326
"WGS657",4326
"WGS6570",4326
"WGS6571",4326
"WGS6572",4326
"WGS6573",4326
"WGS6574",4326
"WGS6575",4326
"WGS6576",4326
"WGS6577",4326
"WGS6578",4326
"WGS6579",4326
"WGS658",4326
"WGS6580",4326
"WGS6581",4326
"WGS6582",4326
"WGS6583",4326
"WGS6584",4326
"WGS6585",4326
"WGS6586",4326
"WGS6587",4326
"WGS6588",4326
"WGS6589",4326
"WGS659",4326
"WGS6590",4326
"WGS6591",4326
"WGS6592",4326
"WGS6593",4326
"WGS6594",4326
"WGS6595",4326
"WGS6596",4326
"WGS6597",4326
"WGS6598",4326
"WGS6599",4326
"WGS66",4760
"WGS660",4326
"WGS6600",4326
"WGS6601",4326
"WGS6602",4326
"WGS6603",4326
"WGS6604",4326
"WGS6605",4326
"WGS6606",4326
"WGS6607",4326
"WGS6608",4326
"WGS6609",4326
"WGS661",4326
"WGS6610",4326
"WGS6611",4326
"WGS6612",4326
"WGS6613",4326
"WGS6614",4326
"WGS6615",4326
"WGS6616",4326
"WGS6617",4326
"WGS6618",4326
"WGS6619",4326
"WGS662",4326
"WGS6620",4326
"WGS6621",4326
"WGS6622",4326
"WGS6623",4326
"WGS6624",4326
"WGS6625",4326
"WGS6626",4326
"WGS6627",4326
"WGS6628",4326
"WGS6629",4326
"WGS663",4326
"WGS6630",4326
"WGS6631",4326
"WGS6632",4326
"WGS6633",4326
"WGS6634",4326
"WGS6635",4326
"WGS6636",4326
"WGS6637",4326
"WGS6638",4326
"WGS6639",4326
"WGS664",4326
"WGS6640",4326
"WGS6641",4326
"WGS6642",4326
"WGS6643",4326
"WGS6644",4326
"WGS6645",4326
"WGS6646",4326
"WGS6647",4326
"WGS6648",4326
"WGS6649",4326
"WGS665",4326
"WGS6650",4326
"WGS6651",4326
"WGS6652",4326
"WGS6653",4326
"WGS6654",4326
"WGS6655",4326
"WGS6656",4326
"WGS6657",4326
"WGS6658",4326
"WGS6659",4326
"WGS666",4326
"WGS6660",4326
"WGS6661",4326
"WGS6662",4326
"WGS6663",4326
"WGS6664",4326
"WGS6665",4326
"WGS6666",4326
"WGS6667",4326
"WGS6668",4326
"WGS6669",4326
"WGS667",4326
"WGS6670",4326
"WGS6671",4326
"WGS6672",4326
"WGS6673",4326
"WGS6674",4326
"WGS6675",4326
"WGS6676",4326
"WGS6677",4326
"WGS6678",4326
"WGS6679",4326
"WGS668",4326
"WGS6680",4326
"WGS6681",4326
"WGS6682",4326
"WGS6683",4326
"WGS6684",4326
"WGS6685",4326
"WGS6686",4326
"WGS6687",4326
"WGS6688",4326
"WGS6689",4326
"WGS669",4326
"WGS6690",4326
"WGS6691",4326
"WGS6692",4326
"WGS6693",4326
"WGS6694",4326
"WGS6695",4326
"WGS6696",4326
"WGS6697",4326
"WGS6698",4326
"WGS6699",4326
"WGS670",4326
"WGS6700",4326
"WGS6701",4326
"WGS6702",4326
"WGS6703",4326
"WGS6704",4326
"WGS6705",4326
"WGS6706",4326
"WGS6707",4326
"WGS6708",4326
"WGS6709",4326
"WGS671",4326
"WGS6710",4326
"WGS6711",4326
"WGS6712",4326
"WGS6713",4326
"WGS6714",4326
"WGS6715",4326
"WGS6716",4326
"WGS6717",4326
"WGS6718",4326
"WGS6719",4326
"WGS672",4326
"WGS6720",4326
"WGS6721",4326
"WGS6722",4326
"WGS6723",4326
"WGS6724",4326
"WGS6725",4326
"WGS6726",4326
"WGS6727",4326
"WGS6728",4326
"WGS6729",4326
"WGS673",4326
"WGS6730",4326
"WGS6731",4326
"WGS6732",4326
"WGS6733",4326
"WGS6734",4326
"WGS6735",4326
"WGS6736",4326
"WGS6737",4326
"WGS6738",4326
"WGS6739",4326
"WGS674",4326
"WGS6740",4326
"WGS6741",4326
"WGS6742",4326
"WGS6743",4326
"WGS6744",4326
"WGS6745",4326
"WGS6746",4326
"WGS6747",4326
"WGS6748",4326
"WGS6749",4326
"WGS675",4326
"WGS6750",4326
"WGS6751",4326
"WGS6752",4326
"WGS6753",4326
"WGS6754",4326
"WGS6755",4326
"WGS6756",4326
"WGS6757",4326
"WGS6758",4326
"WGS6759",4326
"WGS676",4326
"WGS6760",4326
"WGS6761",4326
"WGS6762",4326
"WGS6763",4326
"WGS6764",4326
"WGS6765",4326
"WGS6766",4326
"WGS6767",4326
"WGS6768",4326
"WGS6769",4326
"WGS677",4326
"WGS6770",4326
"WGS6771",4326
"WGS6772",4326
"WGS6773",4326
"WGS6774",4326
"WGS6775",4326
"WGS6776",4326
"WGS6777",4326
"WGS6778",4326
"WGS6779",4326
"WGS678",4326
"WGS6780",4326
"WGS6781",4326
"WGS6782",4326
"WGS6783",4326
"WGS6784",4326
"WGS6785",4326
"WGS6786",4326
"WGS6787",4326
"WGS6788",4326
"WGS6789",4326
"WGS679",4326
"WGS6790",4326
"WGS6791",4326
"WGS6792",4326
"WGS6793",4326
"WGS6794",4326
"WGS6795",4326
"WGS6796",4326
"WGS6797",4326
"WGS6798",4326
"WGS6799",4326
"WGS680",4326
"WGS6800",4326
"WGS6801",4326
"WGS6802",4326
"WGS6803",4326
"WGS6804",4326
"WGS6805",4326
"WGS6806",4326
"WGS6807",4326
"WGS6808",4326
"WGS6809",4326
"WGS681",4326
"WGS6810",4326
"WGS6811",4326
"WGS6812",4326
"WGS6813",4326
"WGS6814",4326
"WGS6815",4326
"WGS6816",4326
"WGS6817",4326
"WGS6818",4326
"WGS6819",4326
"WGS682",4326
"WGS6820",4326
"WGS6821",4326
"WGS6822",4326
"WGS6823",4326
"WGS6824",4326
"WGS6825",4326
"WGS6826",4326
"WGS6827",4326
"WGS6828",4326
"WGS6829",4326
"WGS683",4326
"WGS6830",4326
"WGS6831",4326
"WGS6832",4326
"WGS6833",4326
"WGS6834",4326
"WGS6835",4326
"WGS6836",4326
"WGS6837",4326
"WGS6838",4326
"WGS6839",4326
"WGS684",4326
"WGS6840",4326
"WGS6841",4326
"WGS6842",4326
"WGS6843",4326
"WGS6844",4326
"WGS6845",4326
"WGS6846",4326
"WGS6847",4326
"WGS6848",4326
"WGS6849",4326
"WGS685",4326
"WGS6850",4326
"WGS6851",4326
"WGS6852",4326
"WGS6853",4326
"WGS6854",4326
"WGS6855",4326
"WGS6856",4326
"WGS6857",4326
"WGS6858",4326
"WGS6859",4326
"WGS686",4326
"WGS6860",4326
"WGS6861",4326
"WGS6862",4326
"WGS6863",4326
"WGS6864",4326
"WGS6865",4326
"WGS6866",4326
"WGS6867",4326
"WGS6868",4326
"WGS6869",4326
"WGS687",4326
"WGS6870",4326
"WGS6871",4326
"WGS6872",4326
"WGS6873",4326
"WGS6874",4326
"WGS6875",4326
"WGS6876",4326
"WGS6877",4326
"WGS6878",4326
"WGS6879",4326
"WGS688",4326
"WGS6880",4326
"WGS6881",4326
"WGS6882",4326
"WGS6883",4326
"WGS6884",4326
"WGS6885",4326
"WGS6886",4326
"WGS6887",4326
"WGS6888",4326
"WGS6889",4326
"WGS689",4326
"WGS6890",4326
"WGS6891",4326
"WGS6892",4326
"WGS6893",4326
"WGS6894",4326
"WGS6895",4326
"WGS6896",4326
"WGS6897",4326
"WGS6898",4326
"WGS6899",4326
"WGS69",4326
"WGS690",4326
"WGS6900",4326
"WGS6901",4326
"WGS6902",4326
"WGS6903",4326
"WGS6904",4326
"WGS6905",4326
"WGS6906",4326
"WGS6907",4326
"WGS6908",4326
"WGS6909",4326
"WGS691",4326
"WGS6910",4326
"WGS6911",4326
"WGS6912",4326
"WGS6913",4326
"WGS6914",4326
"WGS6915",4326
"WGS6916",4326
"WGS6917",4326
"WGS6918",4326
"WGS6919",4326
"WGS692",4326
"WGS6920",4326
"WGS6921",4326
"WGS6922",4326
"WGS6923",4326
"WGS6924",4326
"WGS6925",4326
"WGS6926",4326
"WGS6927",4326
"WGS6928",4326
"WGS6929",4326
"WGS693",4326
"WGS6930",4326
"WGS6931",4326
"WGS6932",4326
"WGS6933",4326
"WGS6934",4326
"WGS6935",4326
"WGS6936",4326
"WGS6937",4326
"WGS6938",4326
"WGS6939",4326
"WGS694",4326
"WGS6940",4326
"WGS6941",4326
"WGS6942",4326
"WGS6943",4326
"WGS6944",4326
"WGS6945",4326
"WGS6946",4326
"WGS6947",4326
"WGS6948",4326
"WGS6949",4326
"WGS695",4326
"WGS6950",4326
"WGS6951",4326
"WGS6952",4326
"WGS6953",4326
"WGS6954",4326
"WGS6955",4326
"WGS6956",4326
"WGS6957",4326
"WGS6958",4326
"WGS6959",4326
"WGS696",4326
"WGS6960",4326
"WGS6961",4326
"WGS6962",4326
"WGS6963",4326
"WGS6964",4326
"WGS6965",4326
"WGS6966",4326
"WGS6967",4326
"WGS6968",4326
"WGS6969",4326
"WGS697",4326
"WGS6970",4326
"WGS6971",4326
"WGS6972",4326
"WGS6973",4326
"WGS6974",4326
"WGS6975",4326
"WGS6976",4326
"WGS6977",4326
"WGS6978",4326
"WGS6979",4326
"WGS698",4326
"WGS6980",4326
"WGS6981",4326
"WGS6982",4326
"WGS6983",4326
"WGS6984",4326
"WGS6985",4326
"WGS6986",4326
"WGS6987",4326
"WGS6988",4326
"WGS6989",4326
"WGS699",4326
"WGS6990",4326
"WGS6991",4326
"WGS6992",4326
"WGS6993",4326
"WGS6994",4326
"WGS6995",4326
"WGS6996",4326
"WGS6997",4326
"WGS6998",4326
"WGS6999",4326
"WGS70",4326
"WGS700",4326
"WGS7000",4326
"WGS7001",4326
"WGS7002",4326
"WGS7003",4326
"WGS7004",4326
"WGS7005",4326
"WGS7006",4326
"WGS7007",4326
"WGS7008",4326
"WGS7009",4326
"WGS701",4326
"WGS7010",4326
"WGS7011",4326
"WGS7012",4326
"WGS7013",4326
"WGS7014",4326
"WGS7015",4326
"WGS7016",4326
"WGS7017",4326
"WGS7018",4326
"WGS7019",4326
"WGS702",4326
"WGS7020",4326
"WGS7021",4326
"WGS7022",4326
"WGS7023",4326
"WGS7024",4326
"WGS7025",4326
"WGS7026",4326
"WGS7027",4326
"WGS7028",4326
"WGS7029",4326
"WGS703",4326
"WGS7030",4326
"WGS7031",4326
"WGS7032",4326
"WGS7033",4326
"WGS7034",4326
"WGS7035",4326
"WGS7036",4326
"WGS7037",4326
"WGS7038",4326
"WGS7039",4326
"WGS704",4326
"WGS7040",4326
"WGS7041",4326
"WGS7042",4326
"WGS7043",4326
"WGS7044",4326
"WGS7045",4326
"WGS7046",4326
"WGS7047",4326
"WGS7048",4326
"WGS7049",4326
"WGS705",4326
"WGS7050",4326
"WGS7051",4326
"WGS7052",4326
"WGS7053",4326
"WGS7054",4326
"WGS7055",4326
"WGS7056",4326
"WGS7057",4326
"WGS7058",4326
"WGS7059",4326
"WGS706",4326
"WGS7060",4326
"WGS7061",4326
"WGS7062",4326
"WGS7063",4326
"WGS7064",4326
"WGS7065",4326
"WGS7066",4326
"WGS7067",4326
"WGS7068",4326
"WGS7069",4326
"WGS707",4326
"WGS7070",4326
"WGS7071",4326
"WGS7072",4326
"WGS7073",4326
"WGS7074",4326
"WGS7075",4326
"WGS7076",4326
"WGS7077",4326
"WGS7078",4326
"WGS7079",4326
"WGS708",4326
"WGS7080",4326
"WGS7081",4326
"WGS7082",4326
"WGS7083",4326
"WGS7084",4326
"WGS7085",4326
"WGS7086",4326
"WGS7087",4326
"WGS7088",4326
"WGS7089",4326
"WGS709",4326
"WGS7090",4326
"WGS7091",4326
"WGS7092",4326
"WGS7093",4326
"WGS7094",4326
"WGS7095",4326
"WGS7096",4326
"WGS7097",4326
"WGS7098",4326
"WGS7099",4326
"WGS71",4326
"WGS710",4326
"WGS7100",4326
"WGS7101",4326
"WGS7102",4326
"WGS7103",4326
"WGS7104",4326
"WGS7105",4326
"WGS7106",4326
"WGS7107",4326
"WGS7108",4326
"WGS7109",4326
"WGS711",4326
"WGS7110",4326
"WGS7111",4326
"WGS7112",4326
"WGS7113",4326
"WGS7114",4326
"WGS7115",4326
"WGS7116",4326
"WGS7117",4326
"WGS7118",4326
"WGS7119",4326
"WGS712",4326
"WGS7120",4326
"WGS7121",4326
"WGS7122",4326
"WGS7123",4326
"WGS7124",4326
"WGS7125",4326
"WGS7126",4326
"WGS7127",4326
"WGS7128",4326
"WGS7129",4326
"WGS713",4326
"WGS7130",4326
"WGS7131",4326
"WGS7132",4326
"WGS7133",4326
"WGS7134",4326
"WGS7135",4326
"WGS7136",4326
"WGS7137",4326
"WGS7138",4326
"WGS7139",4326
"WGS714",4326
"WGS7140",4326
"WGS7141",4326
"WGS7142",4326
"WGS7143",4326
"WGS7144",4326
"WGS7145",4326
"WGS7146",4326
"WGS7147",4326
"WGS7148",4326
"WGS7149",4326
"WGS715",4326
"WGS7150",4326
"WGS7151",4326
"WGS7152",4326
"WGS7153",4326
"WGS7154",4326
"WGS7155",4326
"WGS7156",4326
"WGS7157",4326
"WGS7158",4326
"WGS7159",4326
"WGS716",4326
"WGS7160",4326
"WGS7161",4326
"WGS7162",4326
"WGS7163",4326
"WGS7164",4326
"WGS7165",4326
"WGS7166",4326
"WGS7167",4326
"WGS7168",4326
"WGS7169",4326
"WGS717",4326
"WGS7170",4326
"WGS7171",4326
"WGS7172",4326
"WGS7173",4326
"WGS7174",4326
"WGS7175",4326
"WGS7176",4326
"WGS7177",4326
"WGS7178",4326
"WGS7179",4326
"WGS718",4326
"WGS7180",4326
"WGS7181",4326
"WGS7182",4326
"WGS7183",4326
"WGS7184",4326
"WGS7185",4326
"WGS7186",4326
"WGS7187",4326
"WGS7188",4326
"WGS7189",4326
"WGS719",4326
"WGS7190",4326
"WGS7191",4326
"WGS7192",4326
"WGS7193",4326
"WGS7194",4326
"WGS7195",4326
"WGS7196",4326
"WGS7197",4326
"WGS7198",4326
"WGS7199",4326
"WGS72",4322
"WGS720",4326
"WGS7200",4326
"WGS7201",4326
"WGS7202",4326
"WGS7203",4326
"WGS7204",4326
"WGS7205",4326
"WGS7206",4326
"WGS7207",4326
"WGS7208",4326
"WGS7209",4326
"WGS721",4326
"WGS7210",4326
"WGS7211",4326
"WGS7212",4326
"WGS7213",4326
"WGS7214",4326
"WGS7215",4326
"WGS7216",4326
"WGS7217",4326
"WGS7218",4326
"WGS7219",4326
"WGS722",4326
"WGS7220",4326
"WGS7221",4326
"WGS7222",4326
"WGS7223",4326
"WGS7224",4326
"WGS7225",4326
"WGS7226",4326
"WGS7227",4326
"WGS7228",4326
"WGS7229",4326
"WGS723",4326
"WGS7230",4326
"WGS7231",4326
"WGS7232",4326
"WGS7233",4326
"WGS7234",4326
"WGS7235",4326
"WGS7236",4326
"WGS7237",4326
"WGS7238",4326
"WGS7239",4326
"WGS724",4326
"WGS7240",4326
"WGS7241",4326
"WGS7242",4326
"WGS7243",4326
"WGS7244",4326
"WGS7245",4326
"WGS7246",4326
"WGS7247",4326
"WGS7248",4326
"WGS7249",4326
"WGS725",4326
"WGS7250",4326
"WGS7251",4326
"WGS7252",4326
"WGS7253",4326
"WGS7254",4326
"WGS7255",4326
"WGS7256",4326
"WGS7257",4326
"WGS7258",4326
"WGS7259",4326
"WGS726",4326
"WGS7260",4326
"WGS7261",4326
"WGS7262",4326
"WGS7263",4326
"WGS7264",4326
"WGS7265",4326
"WGS7266",4326
"WGS7267",4326
"WGS7268",4326
"WGS7269",4326
"WGS727",4326
"WGS7270",4326
"WGS7271",4326
"WGS7272",4326
"WGS7273",4326
"WGS7274",4326
"WGS7275",4326
"WGS7276",4326
"WGS7277",4326
"WGS7278",4326
"WGS7279",4326
"WGS728",4326
"WGS7280",4326
"WGS7281",4326
"WGS7282",4326
"WGS7283",4326
"WGS7284",4326
"WGS7285",4326
"WGS7286",4326
"WGS7287",4326
"WGS7288",4326
"WGS7289",4326
"WGS729",4326
"WGS7290",4326
"WGS7291",4326
"WGS7292",4326
"WGS7293",4326
"WGS7294",4326
"WGS7295",4326
"WGS7296",4326
"WGS7297",4326
"WGS7298",4326
"WGS7299",4326
"WGS73",4326
"WGS730",4326
"WGS7300",4326
"WGS7301",4326
"WGS7302",4326
"WGS7303",4326
"WGS7304",4326
"WGS7305",4326
"WGS7306",4326
"WGS7307",4326
"WGS7308",4326
"WGS7309",4326
"WGS731",4326
"WGS7310",4326
"WGS7311",4326
"WGS7312",4326
"WGS7313",4326
"WGS7314",4326
"WGS7315",4326
"WGS7316",4326
"WGS7317",4326
"WGS7318",4326
"WGS7319",4326
"WGS732",4326
"WGS7320",4326
"WGS7321",4326
"WGS7322",4326
"WGS7323",4326
"WGS7324",4326
"WGS7325",4326
"WGS7326",4326
"WGS7327",4326
"WGS7328",4326
"WGS7329",4326
"WGS733",4326
"WGS7330",4326
"WGS7331",4326
"WGS7332",4326
